LSOA GVA Estimates (millions),Urban_rura,RUC21NM,LU_pct_micro_2025_msoa,LU_pct_small_2025_msoa,LU_pct_medium_2025_msoa,LU_pct_large_2025_msoa,enterprises_per_1k_residents_2025,total_enterprises_2025_msoa,turnover_diversity_1-HHI_2025_msoa,LU_diversity_1-HHI_2025,share_enterprises_creative_2025_msoa,share_enterprises_foundational_2025_msoa,share_enterprises_green_aligned_2025_msoa,share_enterprises_industrial_2025_msoa,share_enterprises_kibs_2025_msoa,share_enterprises_anchor_2025_msoa,share_enterprises_public_2025_msoa,share_enterprises_private_2025_msoa,employment_rate_per_pop,full_to_part_ratio,total_employees,Apprenticeship %,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills %","Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma %","Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma %","Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy) %",No qualifications %,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown) %",IMD_decile,Income_decile,Employment_decile,Education_decile,AdultSkills_decile,Percentage of connections receiving less than 10Mbit/s broadband,Average download speed (Mbit/s),Percentage of homes unable to receive at least 30Mbit/s broadband,bus_stop_density,dist_to_primary_m,Mid-2024 population,Working_Age_Pop,Pct_Working_Age,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,area_km2,LU_micro_2025_msoa,LU_small_2025_msoa,LU_medium_2025_msoa,LU_large_2025_msoa,LU_total_2025_msoa,full_time_employees,part_time_employees,log_full_time_employees,log_total_employees,log_part_time_employees,log_Working_Age_Pop,log_Mid-2024 population,log_area_km2,log_dist_to_primary_m,log_bus_stop_density,log_enterprises_per_1k_residents_2025,log_total_enterprises_2025_msoa,log_LU_micro_2025_msoa,log_LU_small_2025_msoa,log_LU_medium_2025_msoa,log_LU_large_2025_msoa,log_LU_total_2025_msoa,log_LSOA GVA Estimates (millions),gva_per_capita,gva_per_worker,log_gva_per_worker,employees_per_enterprise,full_time_share,log_gva_per_capita,log_employees_per_enterprise
9.78,Urban,Urban: Nearer to a major town or city,-0.35088138407000374,0.338626948022463,0.5388604433161137,-0.566902634222329,101.24252185918084,220,-0.3004674205455368,0.6088697116708938,1.2331992081274639,0.2478247444854314,-0.6865265220141602,-0.737808619312644,-0.40659199278016284,1.9120366705769212,-0.46849049049122543,0.4684904898168781,-0.4803940961762039,-0.24883282666387677,75,-0.6259867037784087,0.07191051128329308,-1.8333655824890704,-0.32433479354990974,0.9241934887018792,0.10041662278156882,3.5328711559695365,-0.5387393655804712,-0.40167390094151956,0.6298251524381183,-0.4992470955214254,-0.5355315448485717,-0.15518256140665085,0.803072475472066,-0.2602244843772746,8.260172907255798,33.81768274,2173,1707,2.197134371962355,E01016379,Reading 014D,E02003402,Reading 014,0.3631885232529185,230,35,10,0,275,25,50,-1.2399860971656507,-1.2210942781769651,-1.1529206112116759,1.600272248658267,1.0309395884222865,-0.8614036453111507,-2.3242452802240083,1.143982093368696,-1.0460736215535207,-0.6322285231292933,-0.5735135227372484,-0.0571867916596543,0.2533797803321558,-0.642865727551799,-0.5064587421037402,2.377692565480851,0.0045006902899217,130400.0,11.778369597156942,0.3409090909090909,-0.09860503756066138,0.004490592470148736,-0.8889032728905635
15.629,Urban,Urban: Nearer to a major town or city,0.751919477148355,-0.4041126542875831,-1.3843371070494555,-0.566902634222329,143.27485380116957,245,-1.3360705374651394,-0.7223443650241005,-0.9749921806651537,0.42860846803954006,-0.7734312055185968,-0.8530233029945816,0.024094179723406356,-0.12751092851898094,-0.46849049049122543,0.4684904898168781,-0.43269432823116044,-0.7181192028960469,135,0.07357556785880319,0.4215147039543777,0.8949481356508292,0.7243531246190215,-0.15498693011775336,-0.17914515147419027,-0.15807787748031385,0.6955180132100055,0.7888991004103222,0.6298251524381183,0.59679093301229,0.17678159955049688,-0.15518256140665085,0.6896462205596622,-0.2602244843772746,6.187150852630595,1152.4790153222818,1710,1119,0.0673191824221061,E01016380,Reading 005A,E02003393,Reading 005,1.2930022542764792,250,25,0,0,275,35,100,-0.9741764684973026,-0.7671781959121786,-0.6375279732833052,0.04501768515977514,0.006791301826606511,-0.4296074178694969,0.6969413053384674,0.8192297127617013,-0.4481562211361423,-0.44602605339630275,-0.42052997057724534,-0.43673174026470163,-2.0956980584016613,-0.642865727551799,-0.5064587421037402,2.811148159105777,0.0091397660818713,115770.37037037036,11.659372580137322,0.5510204081632653,-0.7427655276671847,0.009098251185751121,-0.6763557446668583
5.595,Urban,Urban: Nearer to a major town or city,-0.6547142744056724,1.073787576636636,-0.30499154630681546,-0.566902634222329,126.7427122940431,200,0.6048647008691417,0.8740885161816633,0.25326219985327497,1.5554936781934914,-0.601359941922867,-0.6248982422212895,-1.2878421611336195,-0.5642989984138523,-0.46849049049122543,0.4684904898168781,-0.48683243551607597,-0.919241935566977,45,0.0339690549267578,1.8710176091303998,-0.13307184447052883,-0.2872651273134691,-1.1158389577635555,1.0146728587195648,-0.7768729016173814,-1.3615776181074557,-1.1953892351760806,-1.4312388889002832,-1.595285124055141,-1.6040012614471744,-0.15518256140665085,0.7446595044723038,-0.2602244843772746,1.359139428405236,509.5215405293832,1578,1076,0.5136936963291981,E01016381,Reading 006A,E02003394,Reading 006,0.7357596866815665,200,40,5,0,245,10,35,-1.9426106816552808,-1.6127409010718452,-1.415639841429541,-0.09926647126390246,-0.336541458247697,-0.6607826383812104,-0.006571338312300378,-0.6082906503929825,-0.6594615396115718,-0.797040947486683,-0.8298140234757823,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.709322169060537,1.886311786169278,0.0035456273764258,124333.33333333331,11.730729452820942,0.225,-1.0648457727204457,0.003539356458201017,-1.0209112865259369
42.182,Urban,Urban: Nearer to a major town or city,-0.6547142744056724,1.073787576636636,-0.30499154630681546,-0.566902634222329,99.85022466300548,200,0.6048647008691417,0.8740885161816633,0.25326219985327497,1.5554936781934914,-0.601359941922867,-0.6248982422212895,-1.2878421611336195,-0.5642989984138523,-0.46849049049122543,0.4684904898168781,-0.03508385366822361,-0.24883282666387677,900,0.2815717625678634,0.6331203594104375,0.34140079428232534,-0.4393238576230528,-1.3142581388441863,1.7172490114828611,1.1325903389269574,-1.7729967443709478,-1.9891045694106417,-1.8434516971679635,-1.595285124055141,-1.6040012614471744,-0.15518256140665085,0.1299511981479857,-0.2602244843772746,5.6045219924914935,151.5041945352533,2003,1371,0.5558713667468718,E01016382,Reading 006B,E02003394,Reading 006,1.7842734872656811,200,40,5,0,245,300,600,0.7604030230537042,0.7077412320768295,0.7077032090062804,0.7929533597145136,0.6827431307723103,-0.26842143737389784,-1.0493972010518122,0.7108965242822846,-1.069879654215316,-0.797040947486683,-0.8298140234757823,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.709322169060537,3.765423741753722,0.0210594108836744,46868.88888888889,10.755130720290705,4.5,-0.09860503756066138,0.020840726406048563,1.171957255526921
16.178,Urban,Urban: Nearer to a major town or city,0.751919477148355,-0.4041126542875831,-1.3843371070494555,-0.566902634222329,158.06451612903226,245,-1.3360705374651394,-0.7223443650241005,-0.9749921806651537,0.42860846803954006,-0.7734312055185968,-0.8530233029945816,0.024094179723406356,-0.12751092851898094,-0.46849049049122543,0.4684904898168781,-0.4135567972744249,1.3154550941100236,150,0.8657772866664528,1.1371470871642115,-0.009339339312381897,0.578122844009136,-0.7204442048852816,0.4508144840640165,0.9838091318296147,-0.12732023931697894,-0.7985315680588001,-0.19460046409724227,-0.8645931050326638,-0.8916881170481059,-0.15518256140665085,0.12341820319548297,-0.2602244843772746,3.905372984051776,946.952526281328,1550,1010,0.022290741464925466,E01016383,Reading 005B,E02003393,Reading 005,0.5121149780487868,250,25,0,0,275,75,75,-0.363841155313993,-0.6855676278343726,-0.8520342728688337,-0.3323346198330227,-0.4130534123683018,-0.775313627395923,0.5275732943831564,0.3297665437787554,-0.27871594585469184,-0.44602605339630275,-0.42052997057724534,-0.43673174026470163,-2.0956980584016613,-0.642865727551799,-0.5064587421037402,2.843629495344033,0.0104374193548387,107853.33333333331,11.588536830271456,0.6122448979591837,1.3507560651790154,0.010383325567562638,-0.61982662884234
11.876,Urban,Urban: Nearer to a major town or city,0.751919477148355,-0.4041126542875831,-1.3843371070494555,-0.566902634222329,136.71875,245,-1.3360705374651394,-0.7223443650241005,-0.9749921806651537,0.42860846803954006,-0.7734312055185968,-0.8530233029945816,0.024094179723406356,-0.12751092851898094,-0.46849049049122543,0.4684904898168781,-0.39763326619080713,-0.7702621335885103,200,0.3173185016199456,-0.6253350180588788,-0.16195334128192845,0.712780826097935,0.29831655284459974,-1.201366090619312,0.126203885564821,1.1069371394734977,0.7888991004103222,0.6298251524381183,0.9621369425235285,0.8890947439495654,-0.15518256140665085,0.8878584160944525,0.09725880243624721,6.129600530030009,379.7733882376405,1792,1050,-1.0441337924415535,E01016384,Reading 005C,E02003393,Reading 005,1.9577132214750137,250,25,0,0,275,50,150,-0.6896746243019372,-0.46245958039420576,-0.33418902313651033,-0.18932982567032097,0.2069770098836299,-0.2182456297104164,-0.25965515437376585,0.8089274281294959,-0.5289034293520136,-0.44602605339630275,-0.42052997057724534,-0.43673174026470163,-2.0956980584016613,-0.642865727551799,-0.5064587421037402,2.5553651134365616,0.0066272321428571,59380.0,10.991729588863048,0.8163265306122449,-0.8232855889304995,0.006605368583349411,-0.44579314325981984
12.531,Urban,Urban: Nearer to a major town or city,-0.6547142744056724,1.073787576636636,-0.30499154630681546,-0.566902634222329,112.4859392575928,200,0.6048647008691417,0.8740885161816633,0.25326219985327497,1.5554936781934914,-0.601359941922867,-0.6248982422212895,-1.2878421611336195,-0.5642989984138523,-0.46849049049122543,0.4684904898168781,-0.3665007595894939,-0.4723025296315771,250,0.5547715554322008,0.4464849850572217,-0.49140567106082844,-0.049785455685579974,-0.7520350235625728,0.6886643368180376,0.015552137939723083,-0.12732023931697894,-0.40167390094151956,-0.19460046409724227,-0.8645931050326638,-0.5355315448485717,-0.15518256140665085,0.7442291176745256,-0.2602244843772746,4.956175542419114,368.32367760606985,1778,1122,-0.31166873124419336,E01016385,Reading 006C,E02003394,Reading 006,0.6053054364849428,200,40,5,0,245,75,175,-0.363841155313993,-0.2891775207491528,-0.2186308694261837,0.05487632547448403,0.17345555771542354,-0.725656532152206,-0.28600627534314377,0.5784905895128475,-0.8649282400172781,-0.797040947486683,-0.8298140234757823,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.709322169060537,2.604983349281507,0.0070478065241844,50124.0,10.82227516460887,1.25,-0.3884772581085966,0.007023086814311991,-0.1331537065809579
13.322,Urban,Urban: Nearer to a major town or city,1.1827010635617745,-0.9843779718998199,-1.3843371070494555,-0.566902634222329,209.03573836817264,310,-1.4126871563486794,-2.951335193488067,1.035631262910894,-1.9021408281043028,-0.9337843351824272,-1.0656129399004426,2.727905634894699,0.6282220843417408,-0.46849049049122543,0.4684904898168781,-0.3907660353606828,0.5333111337230735,175,-0.746113054773514,-1.1726438346238652,-1.120680561901383,-0.8504475303179512,2.215777385062345,-1.0850425939593809,-1.6113969215195776,1.1069371394734977,1.1857567675276026,1.0420379607057986,1.327482952034767,1.2452513161490997,-0.15518256140665085,-0.8799698191337388,0.5089062236154541,1.7488504718843043,530.3100570634713,1483,799,-1.809985779877585,E01016386,Reading 002A,E02003390,Reading 002,3.4308250456285614,300,20,0,0,320,75,100,-0.363841155313993,-0.5660638359037641,-0.6375279732833052,-1.19504609061881,-0.6018919753445016,0.11734455889313344,0.027877290500889506,-0.412376685279982,0.2039061559869213,-0.0386568069858768,-0.08584572373403208,-0.6858263656277148,-2.0956980584016613,-0.642865727551799,-0.24017975808152126,2.661796816584748,0.0089831422791638,76125.71428571429,11.24015452411121,0.5645161290322581,0.7296013068620104,0.008943033877258099,-0.663705633214614
8.885,Urban,Urban: Nearer to a major town or city,1.1827010635617745,-0.9843779718998199,-1.3843371070494555,-0.566902634222329,202.3498694516972,310,-1.4126871563486794,-2.951335193488067,1.035631262910894,-1.9021408281043028,-0.9337843351824272,-1.0656129399004426,2.727905634894699,0.6282220843417408,-0.46849049049122543,0.4684904898168781,-0.4333581806308087,0.06402475749090324,120,0.46643626266378685,-1.335918231732385,-0.3534076562789543,-0.0281329866240983,1.3182031948742527,-1.1029261569216615,-0.345347402133705,1.1069371394734977,1.1857567675276026,1.0420379607057986,1.327482952034767,1.2452513161490997,-0.15518256140665085,0.48303080202508036,-0.17356186939217838,7.370806573855604,278.2288309158992,1532,915,-0.8603058105614084,E01016387,Reading 002B,E02003390,Reading 002,0.949692538,300,20,0,0,320,45,75,-0.7739569708198237,-0.8583358508354036,-0.8520342728688337,-0.6960141731270042,-0.4629725509309427,-0.5642773694976151,-0.5273635650403891,1.014592026454035,0.14773891869566522,-0.0386568069858768,-0.08584572373403208,-0.6858263656277148,-2.0956980584016613,-0.642865727551799,-0.24017975808152126,2.2910184566225804,0.0057996083550913,74041.66666666667,11.212396782606474,0.3870967741935484,0.2637352381242579,0.0057828553691843315,-0.839455039618406
65.22,Urban,Urban: Nearer to a major town or city,-0.07518116876541447,-0.03274285406098561,0.5388604433161137,-0.566902634222329,137.25490196078434,210,-1.4461809699101622,-1.0636813077664085,3.1191890851631063,-0.89713883802393,-1.53819232292708,-1.8669123902261728,1.967703573585669,0.2695691183444538,-0.46849049049122543,0.4684904898168781,-0.06137383012241933,-0.8745479949734369,650,-0.5157934319734665,0.8791608792980677,-1.055668527373318,-0.5668862990118165,0.019296075483376373,1.1264255039418907,1.029037503357616,-0.9501584918439634,-0.7985315680588001,-0.6068132723649226,-1.2299391145439023,-0.8916881170481059,-0.15518256140665085,0.023795376463141463,-0.2602244843772746,2.062868863829407,414.5105868590379,1530,1056,0.6487969007611036,E01016388,Reading 013A,E02003401,Reading 013,2.4238089428128986,235,30,10,0,275,150,500,0.1969397530134292,0.45423500318906895,0.5704334779930043,-0.16834977182244465,-0.46855526405230474,-0.09673879402257295,-0.18430383563520233,-0.2737644561846791,-0.5221571625921015,-0.7126812496740713,-0.5340603376455201,-0.23158785996052558,0.2533797803321558,-0.642865727551799,-0.5064587421037402,4.1929825321191005,0.0426274509803921,100338.46153846152,11.516314331654115,3.095238095238096,-0.9905195623235398,0.041743922355335986,0.7413241750988634
9.846,Urban,Urban: Nearer to a major town or city,-0.07518116876541447,-0.03274285406098561,0.5388604433161137,-0.566902634222329,109.09090909090908,210,-1.4461809699101622,-1.0636813077664085,3.1191890851631063,-0.89713883802393,-1.53819232292708,-1.8669123902261728,1.967703573585669,0.2695691183444538,-0.46849049049122543,0.4684904898168781,-0.4505252512882024,0.06402475749090324,120,-0.060672028665978886,0.9262245158385839,0.12664632324801364,-0.4832394144308103,-1.3629673363440857,0.9818601610790225,0.06753237978704191,-2.18441587063444,-1.9891045694106417,-1.8434516971679635,-1.595285124055141,-1.6040012614471744,-0.15518256140665085,0.1475220019183366,-0.2602244843772746,2.822307211987312,869.9121819,1925,1261,0.078344167786001,E01016389,Reading 013B,E02003401,Reading 013,2.125920230978376,235,30,10,0,275,45,75,-0.7739569708198237,-0.8583358508354036,-0.8520342728688337,0.4849507746452046,0.5129722889027841,-0.1723186824086103,0.4544145818133841,0.010077107843466982,-0.9176625026186822,-0.7126812496740713,-0.5340603376455201,-0.23158785996052558,0.2533797803321558,-0.642865727551799,-0.5064587421037402,2.383796348418869,0.0051148051948051,82050.0,11.3150962841344,0.5714285714285714,0.2637352381242579,0.005101769011511421,-0.657268503956203
41.072,Urban,Urban: Nearer to a major town or city,-0.07518116876541447,-0.03274285406098561,0.5388604433161137,-0.566902634222329,119.93146773272416,210,-1.4461809699101622,-1.0636813077664085,3.1191890851631063,-0.89713883802393,-1.53819232292708,-1.8669123902261728,1.967703573585669,0.2695691183444538,-0.46849049049122543,0.4684904898168781,-0.19557288316844706,0.5333111337230735,525,-0.987066808666145,-0.6601170390710668,-1.2822422656719619,-1.0460457485444428,1.176477698871247,-0.32306871213493615,-0.21235624407989762,-0.5387393655804712,-0.40167390094151956,-0.6068132723649226,0.23144492350105159,0.17678159955049688,-0.15518256140665085,0.9247788570173752,-0.2602244843772746,8.001080181377391,14.971715800445027,1751,1261,1.13534379773226,E01016390,Reading 013C,E02003401,Reading 013,0.6249156222228043,235,30,10,0,275,225,300,0.5263242847734619,0.28792609820352216,0.18613321582714693,0.4849507746452046,0.10805544058195357,-0.7155749052300924,-2.9968599483809446,1.1076172505473227,-0.7545980257465157,-0.7126812496740713,-0.5340603376455201,-0.23158785996052558,0.2533797803321558,-0.642865727551799,-0.5064587421037402,3.739382436287043,0.0234563106796116,78232.38095238095,11.267451701850591,2.5,0.7296013068620104,0.023185439013315268,0.511989766028907
38.511,Urban,Urban: Nearer to a major town or city,-2.035379402854087,2.3403509911206095,0.9404072101734201,0.2917407891574409,320.16348773841963,705,1.8932714736955387,-0.03583005748960492,0.9986398178490671,-1.3766644593660369,-0.4751201175322298,-0.45753463362488866,1.8746584430284328,0.24985594755355048,-0.46849049049122543,0.4684904898168781,-0.06648803558729531,-1.3242807721959333,925,-1.1013068326899735,-0.4572863210643738,-1.4267103324593244,-0.5467659275927083,0.8803984856526235,-0.11535440566503563,0.22405848889903562,-1.3615776181074557,-1.1953892351760806,-1.4312388889002832,-1.595285124055141,-0.17937497264903737,-0.15518256140665085,1.261428887834849,-0.2602244843772746,6.258257829458829,24.328065824752507,2202,1681,1.8374179198526532,E01016391,Reading 020E,E02006940,Reading 020,0.7989443925534729,660,205,40,5,910,125,800,0.049098078738744125,0.7290898467307371,0.9243809442390948,1.5437386088753877,1.0876067971799,-0.6310946347524605,-2.598892531703571,0.8318454842894041,0.9412446935754636,1.385758626377284,1.3634611598336002,1.9772827914161362,1.5422714323407944,1.2890738388637537,1.5987742095871993,3.676579114151095,0.0174891008174386,41633.51351351351,10.636684754045715,1.3120567375886525,-1.8221695921700067,0.017337926549908973,-0.09342691938318717
43.216,Urban,Urban: Nearer to a major town or city,-0.07518116876541447,-0.03274285406098561,0.5388604433161137,-0.566902634222329,84.77997577714979,210,-1.4461809699101622,-1.0636813077664085,3.1191890851631063,-0.89713883802393,-1.53819232292708,-1.8669123902261728,1.967703573585669,0.2695691183444538,-0.46849049049122543,0.4684904898168781,-0.3440874570933246,0.06402475749090324,400,-0.35459818725543235,-0.37260389577661496,-1.3051007835274264,-0.5942332975346376,0.4998481460057595,-0.05480314332575705,0.7714895903973981,-0.9501584918439634,-0.7985315680588001,-0.6068132723649226,0.23144492350105159,0.17678159955049688,-0.15518256140665085,-0.7092505727297078,-0.2602244843772746,8.692054959715405,233.13809477798785,2477,1736,0.8217574977710839,E01016392,Reading 013D,E02003401,Reading 013,0.8053331499216836,235,30,10,0,275,150,250,0.1969397530134292,0.07627300969261931,0.04911353307362691,1.662322538187254,1.590642082405958,-0.6281510642147228,-0.679372223201367,1.2023948907628876,-1.35089355036421,-0.7126812496740713,-0.5340603376455201,-0.23158785996052558,0.2533797803321558,-0.642865727551799,-0.5064587421037402,3.7890867145309617,0.0174469115865966,108040.0,11.59026606369489,1.9047619047619049,0.2637352381242579,0.017296461628564144,0.23980037094796228
44.177,Urban,Urban: Nearer to a major town or city,-0.07518116876541447,-0.03274285406098561,0.5388604433161137,-0.566902634222329,99.8573466476462,210,-1.4461809699101622,-1.0636813077664085,3.1191890851631063,-0.89713883802393,-1.53819232292708,-1.8669123902261728,1.967703573585669,0.2695691183444538,-0.46849049049122543,0.4684904898168781,-0.3004953055047732,0.37688234164568324,425,-1.4480755065442514,-0.7151750814875839,-0.7663606011758888,-0.9950090135881802,0.6726813209680139,-0.2534157958219662,-0.14776836830293308,-0.5387393655804712,-0.40167390094151956,-1.0190260806326028,0.23144492350105159,0.17678159955049688,-0.15518256140665085,1.0623297395732672,-0.2602244843772746,7.181874287792905,57.32786534693712,2103,1411,0.336222178381915,E01016393,Reading 013E,E02003401,Reading 013,0.8354365113572446,235,30,10,0,275,175,250,0.32207908070990554,0.12344758202763519,0.04911353307362691,0.8988654231668052,0.8909808436958111,-0.6144198952767772,-1.8789277644351,0.9853380690523318,-1.0697570454502046,-0.7126812496740713,-0.5340603376455201,-0.23158785996052558,0.2533797803321558,-0.642865727551799,-0.5064587421037402,3.810588107772792,0.0210066571564431,103945.88235294116,11.5516353010417,2.023809523809524,0.5834472460815393,0.020789059392851805,0.29844894216866225
14.79,Urban,Urban: Nearer to a major town or city,-0.6547142744056724,1.073787576636636,-0.30499154630681546,-0.566902634222329,119.9760047990402,200,0.6048647008691417,0.8740885161816633,0.25326219985327497,1.5554936781934914,-0.601359941922867,-0.6248982422212895,-1.2878421611336195,-0.5642989984138523,-0.46849049049122543,0.4684904898168781,-0.4401679521505849,0.06402475749090324,120,0.4215146138176689,1.17947839020066,-0.2978595295070101,-0.5790451535323935,-0.620004306920527,1.129826767796947,-0.30809604956386394,-1.3615776181074557,-1.1953892351760806,-1.0190260806326028,-1.2299391145439023,-1.2478446892476402,-0.15518256140665085,0.052575057510824155,-0.2602244843772746,14.86045985551671,809.9696976598545,1667,1088,0.03944700579739852,E01016396,Reading 006D,E02003394,Reading 006,0.5383413486380185,200,40,5,0,245,45,75,-0.7739569708198237,-0.8583358508354036,-0.8520342728688337,-0.058429641559958605,-0.10205350776858371,-0.7610358730118217,0.39286692160392545,1.8335327240188422,-0.7539587105716845,-0.797040947486683,-0.8298140234757823,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.709322169060537,2.7593768282675506,0.008872225554889,123250.0,11.721978205462284,0.6,0.2637352381242579,0.008833098620098847,-0.6309587268940072
33.124,Urban,Urban: Nearer to a major town or city,-0.6547142744056724,1.073787576636636,-0.30499154630681546,-0.566902634222329,106.26992561105207,200,0.6048647008691417,0.8740885161816633,0.25326219985327497,1.5554936781934914,-0.601359941922867,-0.6248982422212895,-1.2878421611336195,-0.5642989984138523,-0.46849049049122543,0.4684904898168781,-0.27501913231327096,0.37688234164568324,425,-0.5576273268136273,0.6567257396971717,-0.3299462209437667,-0.7464901449546136,-1.0217713249197256,1.0154627376598047,0.24954659208233224,-2.18441587063444,-2.3859622365279223,-2.255664505435644,-1.595285124055141,-1.6040012614471744,-0.15518256140665085,0.6129965721633798,-0.2602244843772746,2.7549086885329794,422.16157381737696,1882,1210,-0.11865104241032728,E01016397,Reading 006E,E02003394,Reading 006,0.7259768747780251,200,40,5,0,245,175,250,0.32207908070990554,0.12344758202763519,0.04911353307362691,0.3329196805287057,0.4164161372596086,-0.6654755963878105,-0.16855582860497997,-0.0127200182006085,-0.9627323742302935,-0.797040947486683,-0.8298140234757823,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.709322169060537,3.5300009490464483,0.0176004250797024,77938.82352941178,11.263692314705017,2.125,0.5834472460815393,0.017447331331328367,0.3465125323739968
18.715,Urban,Urban: Nearer to a major town or city,-0.4445154194564666,0.8221083884707271,-0.38645157565450744,-0.566902634222329,158.83977900552486,230,0.45746543434803655,0.577033477588203,-0.09823694441898966,-0.5224711210929495,-0.7235554698799387,-0.7869000876132313,0.3092977320836295,1.7197745844751524,-0.46849049049122543,0.4684904898168781,-0.2023579668916863,0.37688234164568324,425,-1.580554292103472,-1.3754206566091434,-1.0481799232934381,1.3169362204664352,1.4625442324100335,-0.698182196322547,-1.0268883082766727,-0.12732023931697894,-0.40167390094151956,0.6298251524381183,1.327482952034767,0.8890947439495654,-0.15518256140665085,0.8761870558481963,-0.2602244843772746,1.682011099700576,321.5158481308986,1448,1035,1.047969730771686,E01016401,Reading 012A,E02003400,Reading 012,0.5945263977021409,220,40,5,0,265,175,250,0.32207908070990554,0.12344758202763519,0.04911353307362691,-0.24230849797873188,-0.7039578618917232,-0.7312506337048845,-0.4029738340570793,-0.44392044703387223,-0.2702742021837657,-0.5553368407701471,-0.6550486565791809,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.5715202567944904,2.9813797673295905,0.012924723756906,44035.294117647056,10.69276943919531,1.8478260869565215,0.5834472460815393,0.01284191229504653,0.21089591020566087
15.644,Urban,Urban: Nearer to a major town or city,0.4974269707133492,-0.6897817330989814,-0.5706765968351138,1.8372991676191757,134.2439943476213,285,-0.6557305616890228,1.1055250620870662,0.07991077002699185,0.6844544393851221,-0.8807660906434222,-0.9953235144332727,-0.5896772078120441,0.2208049323943239,-0.46849049049122543,0.4684904898168781,-0.35310550292391085,1.8368844010346574,325,-0.9638802429953107,-0.5117999795524756,-2.1192769785062144,2.5275227486913203,-0.5799430779043364,-0.796223245735693,0.2696220323139483,-0.5387393655804712,-0.7985315680588001,0.6298251524381183,-0.8645931050326638,-0.8916881170481059,-0.15518256140665085,1.212305642075347,-0.2602244843772746,10.06790685700345,118.89089153140102,2123,1654,2.0921775349196503,E01016402,Reading 010B,E02003398,Reading 010,0.3973020466729403,290,25,5,5,325,175,150,0.32207908070990554,-0.08524309371661351,-0.33418902313651033,1.484098034570186,0.9314386444576801,-0.8408807682894641,-1.2570663630713574,1.372497166629826,-0.5603869676095276,-0.18425857754441036,-0.14809466304251576,-0.43673174026470163,-0.3404160370174827,1.2890738388637537,-0.21293088542632413,2.8120497911206948,0.0073688177107866,48135.38461538462,10.78179360704993,1.1403508771929824,1.6852240119650943,0.007341800615079428,-0.20610359802343173
27.757,Urban,Urban: Nearer to a major town or city,-0.4445154194564666,0.8221083884707271,-0.38645157565450744,-0.566902634222329,107.22610722610725,230,0.45746543434803655,0.577033477588203,-0.09823694441898966,-0.5224711210929495,-0.7235554698799387,-0.7869000876132313,0.3092977320836295,1.7197745844751524,-0.46849049049122543,0.4684904898168781,-0.30474329595662714,0.37688234164568324,425,-1.6873052567402143,-1.2617976529827022,-1.280407098947026,0.5262500057128915,1.0948220939204798,-0.45308900499640736,0.18710772324150662,0.2840988869465133,0.3920414332930416,0.6298251524381183,0.9621369425235285,0.5329381717500311,-0.15518256140665085,0.5466020529478588,-0.2602244843772746,9.652196653918152,75.99694405737614,2145,1434,0.2970111426236871,E01016403,Reading 012B,E02003400,Reading 012,0.8288268760824024,220,40,5,0,265,175,250,0.32207908070990554,0.12344758202763519,0.04911353307362691,0.9584144404825002,0.9755045463949585,-0.6174153799844019,-1.6392587020877376,1.3234391758134378,-0.9473243609035438,-0.5553368407701471,-0.6550486565791809,0.09449609129788754,-0.3404160370174827,-0.642865727551799,-0.5715202567944904,3.3588812158682075,0.0129403263403263,65310.58823529412,11.086924761010051,1.8478260869565215,0.5834472460815393,0.012857315673884484,0.21089591020566087
