LSOA21CD,log_voa_rv_2023,rv_per_working_age,sme_density,qualification_index,firm_size_diversity,rv_per_employee,sme_qual_interaction,employment_quality,modern_sector_leverage,asset_growth_diversity,lsoa_total_employed,lsoa_home_or_no_fixed_count,lsoa_home_or_no_fixed_share,lsoa_workplace_commuters,lsoa_same_lsoa_worker_count,lsoa_same_lsoa_work_share,lsoa_out_commute_share,lsoa_workers_at_workplace,lsoa_inbound_worker_count,lsoa_local_worker_share,lsoa_in_commute_share,lsoa_outbound_from_swindon_count,lsoa_outbound_from_swindon_share,lsoa_inbound_to_swindon_count,lsoa_inbound_to_swindon_share
E01015493,-0.043080263,-0.035026014,-0.05523802,-0.005061051,0.058752354,0.023908036,-0.015993867,0.11738638,0.0006462232,0.0184154,0.014369801,0.017594125,-0.036266364,0.008146727,0.009578886,-0.03952183,-0.0020605219,0.3584547,0.056426074,-0.041806974,-0.008877574,0.0009633218,-0.0052465373,0.36456352,0.018765116
E01015494,0.1082386,0.11561643,0.04485062,-0.00461213,-0.20254514,-0.01862434,-0.005319646,0.0927359,0.002268137,0.021303587,0.0079334555,0.0080321655,-0.025326736,0.0056655556,-0.007487717,-0.037519068,-0.0008692646,0.34352586,0.08755943,-0.024494829,-0.0059393584,-0.007459262,-0.0028369406,0.2901019,0.0007337057
E01015496,-0.0067149014,-0.033441003,0.027121114,-0.009338724,-0.1201764,0.005373061,0.078873955,0.11650227,-0.0008225363,-0.0046708784,0.018567687,0.02131202,-0.0044896225,0.014855674,-0.002815417,-0.035448536,-0.0008692646,-0.13003314,0.0045230784,-0.056410424,-0.011107216,0.00054012035,-0.005454048,-0.17303988,0.005515775
E01015497,-0.0426975,-0.03757563,0.04348643,-0.00912452,-0.10447812,-0.013689609,0.10598665,0.011137352,-0.0008225363,-0.011223224,0.004229701,0.008438146,-0.0026246454,-0.01258013,-0.0041317185,-0.02955439,-0.0008692646,-0.14493103,0.00786219,0.0453461,0.008148505,-0.0007177672,-0.0059490516,-0.300393,0.00028392253
E01015498,-0.055201747,-0.049205683,-0.028356463,-0.01422525,-0.09004492,0.0044901166,-0.005341215,-0.13894683,-0.0015954885,0.014411683,0.0036135626,0.012373786,-0.0017849226,-0.011078723,-0.0052995607,-0.03630707,-0.0008692646,-0.19530797,-0.08378405,0.051082693,0.0090077985,-0.00016988948,0.0013691166,-0.3610666,0.0036539515
E01015499,-0.06398713,-0.05000973,-0.04609163,-0.011780318,-0.13150157,0.030638568,-0.020344103,0.084794335,-0.0017614202,-0.015336722,5.832137e-05,0.009449218,0.071618065,0.026171036,-0.000520329,-0.025555395,-0.0026523762,-0.0858068,0.04154746,0.097577475,0.019485023,-0.013589654,-0.001315455,0.21219815,-0.07954085
E01015500,-0.04977847,-0.03839694,-0.021208746,-0.005758876,-0.09456344,-0.011692278,-0.014711417,-0.16046382,-0.0010944603,-0.0020423145,0.004274128,0.0051410757,-0.011189126,-0.012814166,-0.004734128,-0.03485568,-0.0008692646,-0.1935734,-0.08728135,0.051209055,0.0090077985,-0.00029426868,-0.0012416213,-0.35692808,0.0038577528
E01015501,0.23041926,0.17317335,0.06167612,-0.009835996,0.5131665,0.0063074576,-0.0020593968,0.09992958,0.002268137,0.009214539,0.0051486874,-0.03462056,-0.0008047316,-0.008233484,-0.0031711813,-0.053995293,-0.0020605219,0.4380707,0.13784122,0.124723144,0.025679968,-0.00075896876,0.013136313,0.6747257,0.022680309
E01015502,-0.10135988,-0.059682447,-0.036403336,-0.00016224,0.32853696,0.00031448025,-0.013581328,-0.174991,-0.00051968545,-0.0094973575,-0.009247293,-0.032374576,-0.017264996,-0.020871978,-0.003337603,-0.049664598,-0.0026523762,-0.20269337,-0.0763916,-0.035912666,-0.0071038376,-0.0011629527,-0.0004324676,-0.34021688,-0.049479727
E01015503,0.22783409,0.15842053,0.06302974,0.032513496,0.57412934,0.018975034,-0.016251426,0.11372126,-0.0009984589,0.029103762,-0.00052942557,-0.025761347,-0.016710838,0.06774128,-0.006926538,0.17566127,0.0057276343,0.44109383,0.154198,0.13272944,0.025679968,0.04055967,0.0020149753,0.69277674,0.021686457
E01015504,-0.049196046,-0.04057958,-0.031251628,0.038147416,-0.10161275,0.0038431087,-0.017056441,0.041825354,0.0017664894,-0.0034792733,-0.004459651,0.009437044,0.035271335,0.0065817214,-0.005544846,-0.029791875,-0.0020605219,-0.15046741,-0.07486676,-0.043065123,-0.0076670167,0.0018676559,0.006642418,-0.26180497,0.013524807
E01015505,-0.06529667,-0.05202386,-0.021080067,-0.005758876,-0.09244143,0.0135208,-0.01673364,-0.16379215,-0.0010944603,-0.0099731255,0.0024580744,0.0051410757,-0.010457376,-0.011078723,-0.005544846,-0.035028998,-0.0008692646,-0.20646593,-0.086059555,0.0462998,0.0090077985,-0.00016988948,0.0027015076,-0.35529378,0.0036539515
E01015506,-0.049204838,-0.023706695,-0.022142095,-0.00041333132,-0.09637017,-0.013179446,-0.02484189,0.101898275,-9.257195e-05,-0.011655161,0.0017204634,-0.022826234,-0.013591094,-0.011533936,-0.00443367,-0.034292907,-0.0008692646,-0.13835768,-0.0133613255,-0.05193055,-0.008505798,-0.0011454837,-0.001509849,-0.291717,0.003841403
E01015507,-0.057088267,-0.042669125,-0.03569187,-0.00041333132,-0.10763432,0.0029176816,-0.029236786,-0.13467278,-0.0028922968,-0.020941328,-0.02351175,-0.012514495,-0.022016907,-0.011115549,-0.0022542384,-0.039664302,-0.0020605219,-0.10067324,0.03097072,-0.06766689,-0.015866093,-0.013179184,-0.0054280525,0.20102066,0.01970262
E01015508,-0.08922215,-0.056374375,0.023246247,-0.00021829817,0.20400853,0.019965174,-0.027280737,-0.13913922,-0.00051968545,-0.006940483,-0.0036349639,-0.032374576,-0.020025438,-0.01548987,-0.0043259524,-0.049421255,-0.0020605219,-0.19149075,-0.0717688,-0.01525387,-0.002959732,-0.013179184,-0.007965716,-0.31938314,0.019945456
E01015509,0.1782047,0.1344665,-0.019576635,0.02947231,0.39089334,-0.013445771,-0.0061597987,0.11059049,-0.0009984589,0.01106847,0.014225398,0.02028435,-0.030163893,-0.010089833,0.037571557,0.17666267,0.0075578494,0.46866667,0.15734729,0.09066349,0.025679968,0.0019615714,-0.0012402772,0.65827143,0.021934858
E01015510,0.17767975,0.11583588,-0.055171955,0.004470434,0.28894505,-0.017410006,-0.026044374,0.09959838,-0.0009984589,0.00464212,0.0029305208,-0.033399325,-0.038213,-0.0039350684,0.017253606,-0.049081706,-0.0020712446,0.17726956,0.034785897,-0.0910035,-0.020967685,0.0024256262,-0.02316699,0.18768354,-0.0005723207
E01015511,-0.075173624,-0.051819436,-0.034516804,-0.00021829817,0.1776703,-0.011544251,-0.021038434,-0.13155961,-0.00051968545,-0.009929295,0.0016256762,-0.02031089,-0.02077947,0.013090859,-0.0044789547,-0.051299132,-0.0020605219,-0.18483464,-0.077890344,-0.03694172,-0.0076670167,0.00011113504,-0.007965716,-0.336955,0.001550775
E01015512,-0.047064055,-0.044949975,-0.03206444,0.043108705,-0.09473191,0.0037834765,0.021895947,-0.05795856,0.007891582,-0.0023570764,0.0064714276,0.01161924,0.009381584,-0.011773283,-0.005544846,-0.030143373,-0.0020605219,-0.17543311,-0.07351748,-0.0072744684,-0.002959732,0.0002947483,0.0027015076,-0.32536235,0.022292355
E01015513,-0.052190535,-0.042905625,-0.03037048,-0.0071176607,-0.09724478,-0.011899503,-0.016039005,-0.11814845,0.00037429936,0.015442074,0.0037398378,0.0075735035,-0.0024646171,-0.011623196,-0.006926538,-0.03965064,-0.0008692646,-0.055263888,0.042360436,-0.054576874,-0.018264588,-0.00066882226,0.002054137,-0.17804392,0.0031967831
E01015514,-0.04708757,-0.03625793,-0.022142095,-0.000845268,-0.10018489,-0.013344187,-0.0140778655,0.045567617,-0.00024776137,0.009004165,-0.019200146,-0.019128457,-0.0057653766,0.03766174,-0.0050360793,-0.036555745,-0.0008692646,-0.15614693,-0.080745935,-0.042939916,-0.0076670167,0.03635648,-0.0020064854,-0.3071988,0.0041650636
E01015515,-0.06660688,-0.046506308,-0.021208746,-0.005160724,-0.0916867,-0.011661593,-0.016457248,-0.15797994,-0.0010944603,-0.0099731255,-0.0058315075,0.00029289955,-0.0024646171,-0.009600669,-0.004734128,-0.030378193,-0.0008692646,-0.17706542,-0.07764538,-0.03897189,-0.0076670167,-0.013080731,-0.0012416213,-0.32112038,0.003659311
E01015516,-0.049401604,-0.027074195,-0.036118392,0.00075546524,-0.124593414,0.011954956,-0.016193515,0.14999454,-0.002620373,0.0118614575,-0.015078706,-0.024358274,0.0023585462,0.028265795,-0.0026624138,-0.038293425,-0.0008692646,0.096619174,0.058545165,0.063314386,0.008710756,0.03802618,-0.005752042,-0.06279713,0.0043064863
E01015517,-0.06381097,-0.046607856,-0.02293501,-0.00041333132,-0.093780525,0.0031249062,-0.015987087,-0.010827516,-0.00024776137,-0.0048193927,-0.021759002,-0.019128457,-0.010301802,0.006481865,-0.0043259524,-0.030731024,-0.0020605219,-0.16361237,-0.07945462,-0.0074170087,-0.002959732,0.038202472,-0.0041746404,-0.3182597,0.0072010485
E01015518,-0.06178299,-0.043830626,-0.02422442,-0.011295662,-0.10382866,0.019211585,-0.0143521875,-0.073921874,-0.002277899,0.014534888,0.003915804,0.00798293,-0.004770828,-0.011891358,-0.007635053,0.0071663447,-0.0008692646,-0.15238951,-0.0731915,-0.04247274,-0.0076670167,0.0002947483,0.0027015076,-0.31384566,0.0039145765
E01015519,-0.05355822,-0.03906385,-0.028819112,-0.004425587,0.05257581,-0.015476059,-0.015025345,0.08798955,-0.002620373,0.018266933,-0.025373504,-0.030158836,-0.013988619,0.014786548,-0.008145433,0.08074168,0.0057276343,-0.09954029,0.024960868,-0.064652935,-0.011107216,-0.00026707357,0.005436504,-0.09527515,0.00782093
E01015520,0.16715445,0.120795086,-0.0321668,-0.023790818,0.07978455,-0.019941336,0.057147305,0.09496674,0.0035299326,-0.0052957553,-0.02102746,-0.03591384,0.010377524,0.05298518,0.023965744,0.0997391,0.0075578494,0.18217863,0.04847601,-0.09661005,-0.020967685,0.0009625123,0.014905108,0.2736873,0.018816108
E01015521,0.1742508,0.12818593,-0.042008236,-0.0023872324,0.057203703,-0.016003748,-0.006015712,-0.020939196,0.002268137,0.017597938,0.010561058,0.024342444,0.003180458,-0.007848522,-0.008145433,0.07981208,0.0019950282,0.33766934,0.05537544,-0.04150625,-0.0059393584,-0.007459262,0.012780912,0.23839226,-0.0014184075
E01015522,-0.067792885,-0.062465917,-0.014932439,-0.004458525,0.04385237,-0.011879702,-0.014848928,-0.14136806,-0.0010944603,-0.007416729,-0.011493671,-0.032833155,-0.002479278,0.014661436,-0.004148321,-0.033893988,-0.0026523762,-0.21471481,-0.09206574,0.051582046,0.007851799,-0.0007317114,0.007096171,-0.35720474,-0.060969524
E01015523,0.04657732,0.079147026,-0.047055338,-0.011702023,0.05933125,-0.015188877,-0.010501342,-0.008472408,-0.0029653676,0.0030699447,0.00035402665,0.015061647,0.07806768,0.015864,-0.008685918,0.0019756644,-0.0026523762,-0.10258242,0.012380404,-0.0717403,-0.013247133,0.0018676559,0.006900215,0.2013233,-0.083378494
E01015524,-0.05625136,-0.04045862,0.011327813,-0.00063106406,0.04679313,-0.013562297,-0.015728856,-0.18405059,-0.00051968545,0.00024981837,-0.019542241,-0.032833155,-0.020227516,0.012925993,-0.005544846,-0.035587884,-0.0008692646,-0.22015807,-0.09529292,0.051523462,0.0090077985,-0.0007317114,0.007096171,-0.39073297,0.00044854596
E01015525,-0.058507867,-0.042630814,-0.028761271,-0.009338724,-0.09282173,-0.0102169085,-0.017056441,-0.15834397,-0.002277899,-0.0056662345,0.0064714276,0.005172766,-0.0037980326,-0.011891358,-0.005544846,-0.03242939,-0.0008692646,-0.18085071,-0.07616413,-0.03843854,-0.0076670167,0.0002095878,0.0027015076,-0.32508528,0.003659311
E01015526,-0.052746184,-0.053509597,-0.023634532,-0.006273226,-0.09474682,-0.005218116,-0.015716204,-0.12225061,-0.0030733484,0.014411683,0.00627905,0.009437044,-0.0021077022,-0.011078723,-0.0045607514,-0.037606943,-0.0026523762,-0.19092382,-0.08609423,0.05283212,0.007851799,-0.00016988948,0.00035168062,-0.341443,-0.064790785
E01015527,-0.05953388,-0.050347574,-0.028914543,0.00075546524,-0.0961358,0.0327253,-0.01674857,-0.03246446,-0.00024776137,-0.008637467,0.007506418,0.0059816116,-0.00042053917,-0.010384802,-0.0023604627,-0.031351697,-0.0020605219,-0.14030528,0.020066569,0.07880149,0.012391343,-0.0009631392,-0.0010560958,-0.10632741,0.006912198
E01015528,-0.053202093,-0.04158844,-0.021336144,-0.000845268,-0.09265315,-0.011899503,-0.015219462,-0.12683313,-0.00051968545,-0.0099731255,0.005471298,-0.01413572,-0.017859599,0.011930702,-0.0037735905,-0.030351881,-0.0020605219,-0.15736702,-0.072472736,-0.038689826,-0.0076866574,0.0002095878,-0.0012416213,-0.17857563,0.020660203
E01015529,-0.047637064,-0.0335311,-0.027741747,-0.00041333132,-0.10188267,-0.013179446,-0.015665289,0.107570276,-0.00024776137,-0.011655161,-0.004294062,-0.01821145,-0.007247851,-0.011299899,-0.00443367,-0.034292907,-0.0008692646,-0.13166197,-0.0011067637,-0.051381774,-0.008505798,-0.0011454837,-0.001509849,-0.26112166,0.0037282798
E01015530,-0.050406862,-0.037691865,-0.028100401,-0.00041333132,-0.105062686,0.005580285,-0.016542142,0.098168656,-0.002620373,-0.011474403,0.0035630756,-0.015417486,-0.014345124,0.00691267,-0.0031711813,-0.029135616,-0.0008692646,-0.094233274,0.040659614,0.008987004,0.0019382841,-8.4728934e-05,-0.001509849,-0.11937421,0.0055402173
E01015532,0.1275353,0.11065671,-0.030379755,0.025971001,-0.16191618,-0.0136341695,0.076635,0.09850073,-0.0007872994,0.008541619,0.005621228,0.008115129,0.09199154,-0.0052892193,-0.007289393,-0.031150041,-0.0008692646,0.101192504,0.050956767,-0.06986951,-0.018264588,0.0027454623,0.012808897,-0.06597946,0.0062259827
E01015533,-0.049749613,-0.031941332,0.027174124,0.041151766,-0.05022176,-0.011892529,0.11209399,-0.043168355,0.0026675707,0.011938478,-0.005391156,0.01502997,0.07931368,0.03194575,-0.004294773,-0.029524665,-0.0020605219,-0.16418381,-0.07478642,-0.039787114,-0.0076670167,0.026830347,-0.0020918152,-0.28746358,0.024250744
E01015534,0.10005896,0.09867999,-0.05259997,0.012859708,-0.117563844,-0.023289816,0.023885675,0.09031275,-0.002064287,-0.004387573,0.0030146113,0.032179948,0.07365946,-0.011151128,0.014250652,0.09408059,0.004525654,0.31229985,0.04745572,-0.044365495,-0.008877574,-0.0019218826,-0.00037146633,0.3389942,0.015891464
E01015535,-0.033876374,-0.024653602,-0.026764486,0.04332291,-0.022538729,0.005874635,0.06104737,0.049132377,0.00413633,0.004195559,0.017322691,0.043190524,0.09459516,-0.010659972,-0.002371808,-0.01850527,-0.0008692646,0.14228235,0.055119406,0.070133545,0.013077297,0.0022953725,0.010593693,0.1961405,0.0094706835
E01015537,-0.06494587,-0.0429413,-0.022013417,-0.00041333132,-0.090686284,0.022904966,-0.016251829,0.021152465,-0.00024776137,-0.011655161,0.007785638,-0.018959913,-0.012932213,0.01661033,-0.006741099,-0.036517415,-0.0008692646,-0.13884279,-0.012490749,-0.04268919,-0.008505798,0.0002947483,-0.0010560958,-0.2917926,0.0029929818
E01015538,-0.052401803,-0.040695097,-0.018657148,-0.00041333132,-0.08655917,-0.013136964,-0.016960388,-0.11437209,-0.00051968545,0.007022569,0.00575045,-0.019128457,-0.017859599,0.016145896,-0.0055491007,-0.03626132,-0.0008692646,-0.1640685,-0.07369453,-0.012233306,-0.002959732,0.0002095878,0.0018686117,-0.32295367,0.0038164265
E01015539,-0.061290424,-0.048393395,-0.020585682,0.00028886774,-0.08918736,-0.011454369,-0.017166816,-0.15963829,-0.00051968545,-0.006098171,-0.007996457,-0.019128457,-0.02082212,-0.011296654,-0.004148321,-0.034519628,-0.0026523762,-0.1986846,-0.09009449,0.0487362,0.007851799,-0.0007317114,-0.0012416213,-0.34529224,-0.06312641
E01015540,-0.050834034,-0.04041145,-0.020016132,0.002195919,-0.0874425,-0.011899503,-0.016251829,-0.00922826,-0.00024776137,0.018000768,0.0038209057,-0.018959913,-0.0060466845,0.014788484,-0.00511192,-0.034551702,-0.0008692646,-0.14694963,0.00040755793,-0.025532287,-0.0037985123,0.0002947483,-0.0010560958,-0.30271924,0.0031967831
E01015541,-0.046704967,-0.033325493,-0.025135715,-0.00041333132,-0.102483675,-0.01235085,-0.015537356,0.06580055,-0.002620373,0.008198685,-0.00534503,-0.012808534,-0.017859599,-0.01334176,-0.003074844,-0.034813836,-0.0008692646,-0.09314967,0.043154974,-0.02425639,-0.0048472914,-0.0010777921,-0.001509849,-0.1459289,0.0031967831
E01015542,-0.05984955,-0.047412004,-0.020585682,0.00028886774,-0.0880003,-0.010668254,-0.01674857,-0.1614965,-0.00051968545,0.0018482222,-0.01985084,-0.010430835,-0.020068089,-0.011296654,-0.0029294277,-0.034519628,-0.0026523762,-0.19916785,-0.09327391,0.05181651,0.007851799,-0.011509484,-0.0058079716,-0.34874177,-0.06312641
E01015543,-0.06097568,-0.045313302,-0.019887453,-0.00041333132,-0.092505775,0.009182399,-0.017269265,0.05488216,-0.00024776137,-0.011655161,0.0014681548,-0.018959913,-0.008001883,-0.010358192,-0.0052443882,-0.03446622,-0.0008692646,-0.14298503,-0.014676619,-0.04710475,-0.008505798,-0.00026707357,0.0024332798,-0.26205269,0.0029929818
E01015544,-0.051650465,-0.04039436,-0.017735554,-0.00041333132,-0.08392541,-0.013344187,-0.016670074,-0.15522413,-0.00051968545,-0.011313245,-0.01549658,-0.015949037,-0.017105568,-0.0126918,-0.0043259524,-0.03243254,-0.0008692646,-0.1675517,-0.08157359,-0.039511606,-0.0076670167,-0.013179184,-0.0058079716,-0.3173684,0.0038631123
E01015545,-0.051622756,-0.04039436,-0.018657148,-0.00041333132,-0.08657262,-0.013344187,-0.016670074,-0.13556391,-0.00051968545,-0.011313245,-0.014958048,-0.015949037,-0.017105568,-0.0126918,-0.004627904,-0.034826875,-0.0020605219,-0.15777414,-0.07929162,-0.039511606,-0.0076670167,-0.013179184,-0.0058079716,-0.30397573,0.00742331
E01015546,-0.053228267,-0.04572941,-0.018459719,0.00028886774,-0.08520252,-0.013136964,-0.017166816,-0.16029215,-0.00051968545,-0.010405063,-0.007996457,-0.015949037,-0.020068089,-0.011296654,-0.0029294277,-0.034519628,-0.0026523762,-0.1896923,-0.09205211,0.0515021,0.007851799,-0.011509484,-0.0058079716,-0.33919898,-0.064790785
E01015547,-0.019482594,-0.03352201,0.12222026,0.0070383484,0.47354499,0.019532796,0.061860964,0.10886947,0.00727559,0.008688438,-0.000243405,0.03384055,0.07395034,-0.012921945,0.03068931,0.15457122,0.009412326,0.4666215,0.14329648,0.13683537,0.02452397,0.0042710607,0.013304663,0.62113404,-0.054334015
E01015548,0.17591658,0.08328859,0.1673994,0.040750396,0.54829323,-0.0066136643,0.11040273,0.099699676,-0.0007872994,0.014799755,0.0051684175,0.016800376,0.07684308,0.068416916,0.027690744,0.13978334,0.0075578494,-0.080372296,-0.0047541745,-0.072299466,-0.013810312,0.004318985,0.009833564,0.22733712,0.025243096
E01015549,0.15087037,0.14464651,-0.02417113,0.024386756,-0.0054624323,-0.015798587,-0.0077979327,0.09377341,-0.0009984589,0.012142506,0.016272042,0.033465445,0.005840193,-0.010981943,-0.006922283,0.14965738,0.0057276343,0.46150792,0.16266765,0.14659245,0.025679968,0.0024809286,-0.0028369406,0.64872754,0.012977731
E01015550,-0.018678993,-0.03450159,-0.03616957,0.00011554465,0.019044675,-0.015272589,-0.016068539,0.07768829,-0.002620373,-0.019720886,0.0051962687,0.018266937,-0.015284113,-0.0028360179,-0.0031711813,-0.030646842,-0.0020605219,0.22359766,0.057868157,0.11545437,0.022252051,-8.4728934e-05,-0.0049516535,0.36049995,0.016729634
E01015551,-0.046112422,-0.043404873,0.06291801,0.011364323,0.021284105,0.023100061,-0.011241503,0.087453276,-0.002620373,0.02284702,0.019029448,0.024040923,0.008254692,-0.0100324135,0.03973682,0.14190583,0.0075578494,0.50823694,0.16606553,0.13678138,0.025679968,0.0018909588,0.009000995,0.6806739,0.028237374
