LSOA21CD,MSOA21CD,log_voa_rv_2023,rv_per_working_age,sme_density,qualification_index,firm_size_diversity,rv_per_employee,sme_qual_interaction,employment_quality,modern_sector_leverage,asset_growth_diversity,log_total_GVA_2023,is_swindon,lsoa_total_employed,lsoa_home_or_no_fixed_count,lsoa_home_or_no_fixed_share,lsoa_workplace_commuters,lsoa_same_lsoa_worker_count,lsoa_same_lsoa_work_share,lsoa_out_commute_share,lsoa_workers_at_workplace,lsoa_inbound_worker_count,lsoa_local_worker_share,lsoa_in_commute_share,lsoa_outbound_from_swindon_count,lsoa_outbound_from_swindon_share,lsoa_inbound_to_swindon_count,lsoa_inbound_to_swindon_share
E01015493,E02003228,13.358090017988124,407.5422526722473,111.95700850873264,10.47917599641737,0.912,466.6875938993492,1173.2171961954064,0.2619793999104344,3.8338448767380617,-3.925383916272,4.324463727272736,Swindon,1193,390,0.3269069572506287,801,19,0.0237203495630461,0.976279650436954,675,656,0.0281481481481481,0.971851851851852,173,0.215980024968789,137,0.2029629629629629
E01015494,E02003230,16.042667570105944,4690.674365705615,253.04414003044133,9.322678843668188,0.8989349112426035,10272.554354242337,2359.0492507760064,0.456621005,2.776968166199034,-9.848160027947928,3.846267744362679,Swindon,1296,500,0.3858024691358024,793,18,0.0226986128625472,0.9773013871374528,943,925,0.0190880169671261,0.980911983032874,168,0.2118537200504413,94,0.0996818663838812
E01015496,E02003230,14.048955717832357,822.2282330729167,325.3424657534247,15.94911937377691,0.8989349112426035,2318.1100278402,5188.925823660296,0.1596135029354207,4.750801515593122,10.717441033742048,3.098063204651453,Swindon,1156,554,0.4792387543252595,602,7,0.0116279069767441,0.9883720930232558,160,153,0.04375,0.95625,126,0.2093023255813953,24,0.15
E01015497,E02003230,13.544790923155093,627.8430761316872,387.30343622597553,16.482236458940015,0.8989349112426035,4791.10371285792,6383.626817236523,0.0655212580081537,4.909602349471494,12.436981698564889,2.539236994333048,Swindon,878,428,0.4874715261958998,447,2,0.0044742729306487,0.9955257270693512,150,148,0.0133333333333333,0.9866666666666668,97,0.2170022371364653,18,0.12
E01015498,E02003232,11.553879701626109,83.01150820717132,190.2328222600795,18.114707552526973,0.9048442906574394,2436.3162599982493,3446.0119421331838,0.0170357751277683,7.368694597638091,-25.02422220434256,2.2979744804363627,Swindon,989,519,0.5247724974721941,468,0,0.0,1.0,14,14,0.0,1.0,122,0.2606837606837607,1,0.0714285714285714
E01015499,E02003229,10.348950644721173,35.28052009039548,91.64222873900292,18.035190615835777,0.8854166666666667,192.4894673906637,1652.7850637679412,0.1221896383186705,6.273109779421137,16.737207375368143,3.018667244836487,Swindon,728,407,0.5590659340659341,321,2,0.0062305295950155,0.9937694704049844,193,191,0.0103626943005181,0.9896373056994818,79,0.2461059190031152,62,0.3212435233160621
E01015500,E02003229,13.590347208294045,711.5836737994453,88.2768361581921,6.779661016949156,0.8854166666666667,3133.519388429997,598.4870248013026,0.0105932205,2.358142962417097,7.987196902711418,2.02762179295004,Swindon,808,352,0.4356435643564356,453,0,0.0,1.0,21,21,0.0,1.0,102,0.2251655629139073,1,0.0476190476190476
E01015501,E02003233,14.65969623309441,2762.5675249406177,268.9756816507001,9.506263817243918,0.9290123456790124,1629.9138780657763,2556.953790194569,0.2542372881355932,2.816670760664864,1.2608586847335124,6.019570838655752,Swindon,675,297,0.44,377,3,0.0079575596816976,0.9920424403183024,940,937,0.0031914893617021,0.996808510638298,128,0.3395225464190981,264,0.2808510638297872
E01015502,E02003233,10.403061157504672,32.795391323383086,232.929164007658,0.7657945118059981,0.9290123456790124,1712.9231167789658,178.3758754366237,0.0095724315,0.2269020775721476,12.143075192133198,2.0090190773832903,Swindon,720,277,0.3847222222222222,440,1,0.0022727272727272,0.9977272727272728,6,5,0.1666666666666666,0.8333333333333334,106,0.2409090909090909,3,0.5
E01015503,E02003233,14.858038029810274,3364.621381969158,281.4186584425598,-5.5512721665381655,0.9290123456790124,928.4920698212304,-1562.2315657566928,0.6341557440246722,-1.644821382677975,-4.019679633126543,8.135360719687952,Swindon,526,209,0.3973384030418251,317,14,0.0441640378548895,0.9558359621451104,1244,1230,0.0112540192926045,0.9887459807073956,65,0.2050473186119873,248,0.1993569131832797
E01015504,E02003229,11.969181479823735,177.12057508417507,99.601593625498,20.239043824701195,0.8854166666666667,1778.2727133007706,2015.8410183965336,0.0664010626666666,7.0396674172873706,16.378755217622622,3.018667244836487,Swindon,721,385,0.5339805825242718,333,3,0.009009009009009,0.990990990990991,66,63,0.0454545454545454,0.9545454545454546,109,0.3273273273273273,18,0.2727272727272727
E01015505,E02003229,10.402977841858116,31.3573951284491,87.22958827634334,7.885554780181435,0.8854166666666667,898.6771882931355,687.8536968057776,0.0087229588276343,2.742801662671803,13.42715362055155,2.08281085914944,Swindon,797,352,0.4416562107904642,443,0,0.0,1.0,1,1,0.0,1.0,123,0.2776523702031602,0,0.0
E01015506,E02003218,13.930066744048132,1129.2796022155085,83.500334001336,-10.153640614562462,0.8582230623818525,8452.59455491284,-847.8323826454962,0.1336005344021376,-1.9340267837261824,13.437670382662274,2.800143089759132,Swindon,655,252,0.3847328244274809,402,7,0.017412935323383,0.9825870646766168,113,106,0.0619469026548672,0.9380530973451328,90,0.2238805970149253,7,0.0619469026548672
E01015507,E02003218,10.401743891164084,31.0821334088763,76.21951219512195,-11.036585365853664,0.8582230623818525,1699.063744200561,-841.2031528851877,0.0036585365853658,-2.102206736353078,12.421973164666822,1.9714386491281808,Swindon,604,192,0.3178807947019867,411,7,0.0170316301703163,0.9829683698296836,203,196,0.0344827586206896,0.9655172413793104,72,0.1751824817518248,51,0.2512315270935961
E01015508,E02003221,10.355369893542676,30.838411462217863,292.7781392322707,-10.474951203643462,0.918646694,412.1565647763048,-3066.836721951567,0.039904576,-2.032453218617388,16.280456194816523,2.0286744246261827,Swindon,672,238,0.3541666666666667,433,2,0.0046189376443418,0.9953810623556582,89,87,0.0224719101123595,0.9775280898876404,76,0.1755196304849884,20,0.2247191011235955
E01015509,E02003221,16.324022768740477,9258.956691785985,236.84210526315792,1.2631578947368407,0.918646694,3998.184117691714,299.16897506925176,0.5954887218045113,0.24509033778476,4.466340977341604,6.561576485792391,Swindon,935,357,0.3818181818181818,575,29,0.0504347826086956,0.9495652173913044,2367,2338,0.0122517955217575,0.9877482044782424,139,0.2417391304347826,489,0.2065906210392902
E01015510,E02003221,15.39510574892958,3075.4055,199.64507542147297,-3.1055900621118,0.918646694,8155.23013542503,-620.0157621784871,0.5387248066928634,-0.6025771762306475,7.489132239865013,3.66047997959224,Swindon,1115,291,0.2609865470852018,819,22,0.0268620268620268,0.9731379731379732,496,474,0.0443548387096774,0.9556451612903226,156,0.1904761904761904,50,0.1008064516129032
E01015511,E02003221,12.705692820495898,247.4609855855856,233.6448598130841,-1.66147455867082,0.918646694,5016.844162260012,-388.1949903436495,0.0443925234,-0.3223756606376217,13.84532851667759,2.3192455338871527,Swindon,1001,309,0.3086913086913087,690,3,0.0043478260869565,0.9956521739130436,31,28,0.0967741935483871,0.9032258064516128,126,0.1826086956521739,5,0.1612903225806451
E01015512,E02006849,11.852346016037854,122.73808837412588,175.33252720677146,21.76541717049577,0.8961111111111111,1624.0488997191858,3816.18559821268,0.05038291,9.975816203143896,8.751820394222221,2.4970822257181338,Swindon,923,490,0.5308775731310943,431,1,0.0023201856148491,0.9976798143851509,53,52,0.0188679245283018,0.981132075471698,133,0.308584686774942,12,0.2264150943396226
E01015513,E02003215,12.275038027239283,200.63560271535584,90.3010033444816,10.367892976588632,0.8834019204389575,3999.256635342638,936.2311383541576,0.043896321,3.155445688526975,-26.084440733497942,2.204531152518657,Swindon,866,413,0.476905311778291,452,10,0.0221238938053097,0.9778761061946902,215,205,0.0465116279069767,0.9534883720930232,93,0.2057522123893805,26,0.1209302325581395
E01015514,E02003215,12.928522018711202,639.5858546583851,111.5702479338843,-1.3223140495867778,0.8834019204389575,8146.20025494993,-147.5309063588554,0.0706611573,-0.4024434063959758,1.205809799593305,2.033790196260747,Swindon,495,217,0.4383838383838384,274,4,0.0145985401459854,0.9854014598540146,38,34,0.1052631578947368,0.8947368421052632,60,0.218978102189781,3,0.0789473684210526
E01015515,E02003215,11.09552358477576,73.52077295758929,93.94572025052192,10.299234516353517,0.8834019204389575,7042.615366784918,967.5690046678668,0.0052192066805845,3.1345496354119398,13.495251635612943,1.8330613485851608,Swindon,725,346,0.4772413793103448,376,1,0.0026595744680851,0.9973404255319148,11,10,0.0909090909090909,0.9090909090909092,84,0.2234042553191489,0,0.0
E01015516,E02003215,12.721663988594536,483.2968222222223,103.92609699769054,-1.6936104695919916,0.8834019204389575,1195.8114642049045,-176.01032593912154,0.5388760585065434,-0.5154466646584321,2.30089783760329,3.27143032360309,Swindon,529,256,0.4839319470699433,270,4,0.0148148148148148,0.9851851851851852,285,281,0.0140350877192982,0.9859649122807016,57,0.2111111111111111,36,0.1263157894736842
E01015517,E02003215,11.069217557886809,87.53653693042291,101.73323285606632,-5.275056518462698,0.8834019204389575,1787.055585906289,-536.6485531216762,0.0571464456166791,-1.6054519838799512,16.91687290719459,2.106326870461218,Swindon,582,236,0.4054982817869416,345,1,0.0028985507246376,0.9971014492753624,56,55,0.0178571428571428,0.9821428571428572,60,0.1739130434782608,11,0.1964285714285714
E01015518,E02006849,10.575290616455437,37.57608664107485,199.44979367262724,16.574965612104542,0.8961111111111111,607.0527480158584,3305.8734714651423,0.0495185694635488,7.596859238881248,-4.606116139813889,2.252238718557307,Swindon,835,425,0.5089820359281437,409,11,0.0268948655256723,0.9731051344743276,105,94,0.1047619047619047,0.8952380952380953,131,0.3202933985330073,16,0.1523809523809524
E01015519,E02003212,13.589928459308831,923.6696050925924,204.2160737812912,1.3175230523451908,0.9120685311161502,9347.44183098126,269.0593848662774,0.098814229,0.4879715008685891,-17.862374626555805,2.8408896877483216,Swindon,599,246,0.4106844741235392,351,12,0.0341880341880341,0.9658119658119658,190,178,0.0631578947368421,0.936842105263158,135,0.3846153846153846,35,0.1842105263157894
E01015520,E02003212,15.011893763308514,4301.858817945384,236.28048780487805,17.530487804878046,0.9120685311161502,9406.71071256648,4142.11220999405,0.4573170731707317,6.492773261065942,8.695654764190781,3.874985507325583,Swindon,579,307,0.5302245250431779,271,27,0.0996309963099631,0.9003690036900369,475,448,0.0568421052631578,0.943157894736842,104,0.3837638376383764,95,0.2
E01015521,E02003212,14.5736061929714,2358.239819889503,200.38784744667092,12.92824822236587,0.9120685311161502,9728.485203739872,2590.6638325361478,0.06060116354234,4.788240082357729,-6.636029185487528,4.555486122409602,Swindon,808,396,0.4900990099009901,411,13,0.0316301703163017,0.9683698296836984,581,568,0.0223752151462994,0.9776247848537004,164,0.3990267639902676,68,0.1170395869191049
E01015522,E02003212,11.500840493477014,122.2744750618812,236.64122137404576,10.458015267175572,0.9120685311161502,4576.38763609319,2474.797505972845,0.035623409669211,3.873338987842803,14.67873488873822,2.0563008492381933,Swindon,653,303,0.4640122511485451,350,0,0.0,1.0,12,12,0.0,1.0,142,0.4057142857142857,4,0.3333333333333333
E01015523,E02003212,14.29094910127184,1758.1623344262296,187.53781004234725,17.967332123411985,0.9120685311161502,10568.090435465703,3369.5541187282006,0.0623865698729582,6.654567453115549,7.485198173570168,3.094943923624939,Swindon,739,407,0.550744248985115,332,9,0.0271084337349397,0.9728915662650602,177,168,0.0508474576271186,0.9491525423728814,131,0.394578313253012,56,0.3163841807909605
E01015524,E02003212,13.590347208294045,711.5836737994453,280.0361336946703,1.1743450767840995,0.9120685311161502,3133.519388429997,328.85905492599,0.009033424,0.4349426210311479,7.987196902711418,1.7879187698421173,Swindon,558,212,0.3799283154121863,346,0,0.0,1.0,3,3,0.0,1.0,115,0.3323699421965317,0,0.0
E01015525,E02006847,11.516260615168708,97.9815154296875,146.57980456026058,14.592833876221498,0.8730864197530864,3759.896368591114,2139.014737556897,0.008686210640608,6.633106307373407,10.12640726659839,2.131322163556825,Swindon,870,434,0.4988505747126436,435,1,0.0022988505747126,0.9977011494252872,4,3,0.25,0.75,119,0.2735632183908046,0,0.0
E01015526,E02003217,11.880045148907922,136.70082206439395,96.52509652509652,7.979407979407975,0.8666666666666667,3034.69088272664,770.2131254254801,0.018018018,1.9948519948519936,-17.601125169333333,2.3102555992982654,Swindon,837,383,0.4575866188769414,451,0,0.0,1.0,27,27,0.0,1.0,115,0.2549889135254989,15,0.5555555555555556
E01015527,E02003218,11.100801363445983,61.1479303508772,71.51029748283753,-6.578947368421051,0.8582230623818525,285.02955739111206,-470.4624834397205,0.0536327231121281,-1.2531328320801998,11.210601452053492,3.370119426091294,Swindon,779,353,0.4531450577663671,424,1,0.0023584905660377,0.9976415094339622,170,169,0.0058823529411764,0.9941176470588236,95,0.2240566037735849,31,0.1823529411764705
E01015528,E02003217,12.339842405367976,163.18695146324055,68.36827711941659,-1.276207839562442,0.8666666666666667,4773.62264243031,-87.25213123717698,0.0170920692798541,-0.3190519598906105,13.4561858802554,2.337855707075965,Swindon,917,331,0.3609596510359869,586,3,0.0051194539249146,0.9948805460750854,96,93,0.03125,0.96875,130,0.2218430034129692,23,0.2395833333333333
E01015529,E02003217,13.952897857889074,1056.4193379373849,86.80555555555556,-3.2986111111111125,0.8666666666666667,7301.919992952214,-286.3377700617285,0.2170138888888888,-0.8246527777777781,13.901330485026731,2.740065530534221,Swindon,718,312,0.4345403899721448,404,8,0.0198019801980198,0.9801980198019802,166,158,0.0481927710843373,0.9518072289156626,98,0.2425742574257425,17,0.1024096385542168
E01015530,E02003217,13.09808642897364,355.9494407002188,68.64988558352402,-3.5697940503432517,0.8666666666666667,2222.1276359459825,-245.065953112809,0.120137299771167,-0.8924485125858128,13.88866241529991,3.0792458737818085,Swindon,914,335,0.3665207877461707,578,3,0.0051903114186851,0.9948096885813148,189,186,0.0158730158730158,0.9841269841269842,134,0.231833910034602,29,0.1534391534391534
E01015532,E02003232,14.904733514826486,2533.6426521739127,197.7567886658796,24.91145218417946,0.9048442906574394,7464.309579551619,4926.4087849469415,0.2182071175577669,10.13347207492046,3.006186470487729,3.26472834505029,Swindon,887,491,0.5535512965050733,393,10,0.0254452926208651,0.9745547073791349,311,301,0.0321543408360128,0.9678456591639872,125,0.3180661577608142,36,0.1157556270096463
E01015533,E02003235,12.850456786065324,432.41965278093073,290.8496732026144,20.653594771241828,0.9056937255397046,5292.751793008694,6007.091289674911,0.0544662306666666,8.261437908496731,-18.66326957456382,2.4986451758985138,Swindon,680,387,0.5691176470588235,292,3,0.0102739726027397,0.9897260273972602,84,81,0.0357142857142857,0.9642857142857144,60,0.2054794520547945,20,0.238095238095238
E01015534,E02003235,15.746889153862565,4532.8604743758215,191.23334765792868,20.62741727546197,0.9056937255397046,8789.95489137292,3944.650059123582,0.3683467370618209,8.250966910184786,8.579311091944472,4.415400964058979,Swindon,1088,624,0.5735294117647058,462,20,0.0432900432900432,0.9567099567099568,829,809,0.0241254523522316,0.9758745476477684,94,0.2034632034632034,141,0.1700844390832328
E01015535,E02003235,13.286831408928045,430.8347535087719,197.2517730496454,20.03546099290779,0.9056937255397046,2777.0198255973223,3952.030204718071,0.0861899133175728,8.014184397163119,9.337311484919269,5.873736197456291,Swindon,1054,579,0.5493358633776091,472,4,0.0084745762711864,0.9915254237288136,280,276,0.0142857142857142,0.9857142857142858,130,0.2754237288135593,41,0.1464285714285714
E01015537,E02003231,11.070408489752944,52.441423322448976,62.43213897937024,-6.731813246471232,0.875,482.9810605441876,-420.2815001868576,0.0651465798045602,-1.602812677731245,13.776870812379787,2.9120788885567377,Swindon,764,210,0.2748691099476439,553,10,0.0180831826401446,0.9819168173598554,138,128,0.072463768115942,0.927536231884058,121,0.2188065099457504,14,0.1014492753623188
E01015538,E02003231,12.352500015807577,188.2416008130081,60.65400843881857,-8.491561181434603,0.875,5098.5201501290185,-515.0472235574787,0.02768987325,-2.0218002812939524,-2.509536383375,2.479223866652502,Swindon,771,218,0.2827496757457847,553,2,0.0036166365280289,0.9963833634719712,82,80,0.024390243902439,0.975609756097561,115,0.2079566003616636,12,0.1463414634146341
E01015539,E02003231,11.143692969268344,61.88493068039391,68.16834617664493,-8.891523414344991,0.875,6959.20951572393,-606.1204461468133,0.0044457615,-2.117029384367854,10.201230998209434,1.9686496360248027,Swindon,696,227,0.3261494252873563,468,0,0.0,1.0,7,7,0.0,1.0,115,0.2457264957264957,4,0.5714285714285714
E01015540,E02003231,12.52890507649868,214.44548338509315,61.333333333333336,-8.799999999999999,0.875,4232.39311168385,-539.7333333333332,0.0562962962962962,-2.095238095238094,-15.61692993,2.6688241546013733,Swindon,803,219,0.2727272727272727,582,4,0.0068728522336769,0.993127147766323,145,141,0.0275862068965517,0.9724137931034482,145,0.2491408934707903,16,0.1103448275862069
E01015541,E02003231,13.606820626518685,672.4489335542668,60.75013206550449,-9.87849973586899,0.875,4628.862068299391,-600.1201635630923,0.0830126028224284,-2.352023746635473,-1.86201141525,2.766507770673779,Swindon,683,208,0.3045387994143484,474,5,0.010548523206751,0.989451476793249,201,196,0.0248756218905472,0.9751243781094528,106,0.2236286919831223,27,0.1343283582089552
E01015542,E02003231,11.573354294444124,105.80497918326694,72.32704402515724,-8.176100628930818,0.875,3738.3104834240735,-591.353190142795,0.0080862534285714,-1.9466906259359085,7.52325840525,1.8503427933269525,Swindon,590,165,0.2796610169491525,424,0,0.0,1.0,3,3,0.0,1.0,76,0.1792452830188679,1,0.3333333333333333
E01015543,E02003214,11.75228150556401,132.75034284221525,52.459016393442624,-6.295081967213115,0.8533333333333333,1012.2136460428404,-330.2338081160978,0.0786885245901639,-1.5737704918032789,14.389317598908267,2.639343003092419,Swindon,661,277,0.4190620272314674,383,7,0.0182767624020887,0.9817232375979112,139,132,0.0503597122302158,0.9496402877697842,111,0.2898172323759791,18,0.1294964028776978
E01015544,E02003214,12.711868237269416,296.6546205724508,44.370493621741545,-10.593455352055464,0.8533333333333333,35653.597919305845,-470.03684313058073,0.004159734,-2.6483638380138657,12.4988128152296,2.0483377966285023,Swindon,641,209,0.3260530421216848,431,2,0.0046403712296983,0.9953596287703016,26,24,0.0769230769230769,0.9230769230769232,71,0.1647331786542923,2,0.0769230769230769
E01015545,E02003214,12.585646795109865,273.2069172897196,45.01969611705121,-7.653348339898706,0.8533333333333333,13870.401266308048,-344.5514165401781,0.0147720877884074,-1.9133370849746765,13.29293221130482,2.1229798436943192,Swindon,613,201,0.3278955954323002,412,4,0.0097087378640776,0.9902912621359224,90,86,0.0444444444444444,0.9555555555555556,73,0.1771844660194174,16,0.1777777777777777
E01015546,E02003214,11.98402733717633,138.79966672443675,42.89544235924933,-11.528150133796249,0.8533333333333333,17255.280771869446,-494.5050995730294,0.0040214475,-2.8820375334490618,13.995620436282804,2.057962510002712,Swindon,683,196,0.2869692532942899,487,0,0.0,1.0,15,15,0.0,1.0,84,0.1724845995893223,6,0.4
E01015547,E02003219,13.982324987527836,942.212110845295,444.3334997503744,25.31203195207189,0.9216639313218028,235.9062981878513,11246.983743057404,2.396405391912132,10.257163274695795,5.884393291072439,5.758930164641452,Swindon,990,586,0.591919191919192,401,52,0.1296758104738154,0.8703241895261845,5510,5458,0.0094373865698729,0.9905626134301272,139,0.3466334164588528,1714,0.311070780399274
E01015548,E02003219,14.328582881608934,1678.8084180904525,563.6478784040532,29.76567447751742,0.9216639313218028,7068.872881105453,16777.35926851837,0.1583280557314756,12.0619073046149,0.4958094309252104,5.758930164641452,Swindon,800,472,0.59,325,22,0.0676923076923076,0.9323076923076924,179,157,0.1229050279329608,0.8770949720670391,112,0.3446153846153846,46,0.2569832402234637
E01015549,E02003220,15.151673925542156,3065.607019339243,232.5581395348837,2.7906976744186043,0.9091358024691358,3389.681727649881,648.9994591671173,0.3617571059431525,0.8746962860118013,2.1454931358881697,6.128614385255216,Swindon,845,379,0.4485207100591716,461,18,0.0390455531453362,0.9609544468546638,1777,1759,0.0101294316263365,0.9898705683736636,97,0.210412147505423,297,0.1671356218345526
E01015550,E02003220,14.22375199317389,1094.7374650655022,200.62416406598308,0.0445831475702203,0.9091358024691358,3637.759962439002,8.944456712705813,0.105327686134641,0.0139738223727556,12.561250267943404,3.886787245359885,Swindon,903,378,0.4186046511627907,524,2,0.0038167938931297,0.9961832061068704,474,472,0.0042194092827004,0.9957805907172996,121,0.2309160305343511,124,0.2616033755274262
