LSOA21CD,MSOA21CD,log_voa_2023,rv_growth_pct,business_diversity,share_micro_small,voa_asset_per_worker,log_enterprise_density,diverse_asset_per_worker,high_skill_ratio,creative_asset,ft_share,log_GVA_2025_predicted
E01015484,E02003224,12.74035301594897,-11.8367142,0.8494809688581314,0.9999999998823528,3378.643473267327,1.7299779276078782,2870.093331097331,0.29916566820762563,4.671462772514621,0.5,5.314
E01015485,E02003224,13.586062184337383,8.928744767857959,0.8494809688581314,0.9999999998823528,13032.311624590162,1.7478974971088252,11070.700705317939,0.31690928983198935,4.98155613425704,0.25,2.175
E01015486,E02003224,11.843523360672156,9.404269829110907,0.8494809688581314,0.9999999998823528,1378.0099316831684,1.7290193628169896,1170.5932118623452,0.31198101459260486,4.342625232246457,0.5,2.391
E01015487,E02003234,11.148958219140242,8.919449874354454,0.9072,0.8979591836734694,978.7379657746478,1.7573601642567562,887.9110825507605,0.3163596915069684,4.6453992629301935,0.28571428571428575,1.715
E01015488,E02003234,12.662481196251559,-2.818446614,0.9072,0.8979591836734694,134.2739317311782,1.757588697754299,121.81331086652487,0.2815964476577796,5.276033837399252,0.2553191489361702,4.372
E01015489,E02003234,12.667808068420221,-3.758361584,0.9072,0.8979591836734694,1264.3987330677292,1.7625651457039042,1147.0625306390439,0.3856287358045683,5.278253367471896,0.6,2.706
E01015490,E02003234,13.586062184337383,8.928744767857959,0.9072,0.8979591836734694,17281.97845869565,1.7881402593225384,15678.210857728693,0.31242157603635984,5.66085924951216,0.5555555555555556,1.633
E01015491,E02003234,14.561379968172327,-7.982543913,0.9072,0.8979591836734694,980.1360264993026,1.7703271833733263,889.1794032401673,0.24886877437296542,6.067241659876861,0.18604651162790695,5.007
E01015492,E02003234,14.772218549920751,8.019774811835427,0.9072,0.8979591836734694,2311.822277087034,1.7737650881655118,2097.285169773357,0.23542600537915506,6.1550910690324105,0.2,4.425
E01015493,E02003228,13.358090017988124,-4.304149031,0.912,0.9400000000000001,324.4044686827268,1.710277827984814,295.85687543864685,0.33956185078452567,6.190334403792774,0.23076923076923075,4.185
E01015494,E02003230,16.042667570105944,-10.95536496,0.8989349112426035,0.9624060150375939,7721.451474604497,1.8232719458005524,6941.082295987663,0.2920040447053308,5.973333668013632,0.5,4.09
E01015496,E02003230,14.048955717832357,11.922377137324949,0.8989349112426035,0.9624060150375939,1739.590311294766,1.8628644354421935,1563.7784620822536,0.35700325257514887,5.230994148762159,0.3103448275862069,3.189
E01015497,E02003230,13.544790923155093,13.835241620968048,0.8989349112426035,0.9624060150375939,3375.351050884956,1.889460825414261,3034.220897339896,0.41845139441119406,5.04327321462745,0.3333333333333333,2.335
E01015498,E02003232,11.553879701626107,-27.65583257,0.9048442906574394,0.9701492540597015,1707.859718032787,1.8127126225734025,1545.3471151057918,0.3963317328712904,6.26651102461077,0.3333333333333333,2.27
E01015499,E02003229,10.348950644721173,18.90319891806284,0.8854166666666667,1.0,124.39545928286852,1.6949367819373466,110.1418129067065,0.4208144731448988,5.399452510289306,0.4,3.378
E01015500,E02003229,13.586062184337383,8.928744767857959,0.8854166666666667,1.0,25644.226099999996,1.6881259776319864,22705.825192708333,0.30357142421301037,7.0883802700890675,0.3333333333333333,1.706
E01015501,E02003233,14.65969623309441,1.357203368284578,0.9290123456790124,0.9315068493150684,1010.9004154715342,1.8402573551749026,939.1389662250981,0.35671818687197887,5.429517122282396,0.13043478260869565,5.861
E01015502,E02003233,10.403061157504673,13.070951369605169,0.9290123456790124,0.9315068493150684,1063.2054283870968,1.8172722206515624,987.730968964556,0.25199202793952685,3.852985613120022,0.3333333333333333,1.794
E01015503,E02003233,14.858038029810274,-4.326831233,0.9290123456790124,0.9315068493150684,603.35584450117,1.8473771074122067,560.5250283791735,0.2351543906770161,5.502977046977284,0.14893617021276595,7.82
E01015504,E02003229,11.969181479823735,18.49835883402084,0.8854166666666667,1.0,1252.4954952380951,1.7099437498957715,1108.9803864087303,0.40561797180842074,6.244790337299339,0.4,3.378
E01015505,E02003229,10.402977841858117,15.164785265564102,0.8854166666666667,1.0,646.2082800000001,1.6859443783083905,572.1635812500001,0.2847619006895384,5.427640613143364,0.2,1.817
E01015506,E02003218,13.930066744048132,15.65754985116375,0.8582230623818525,1.0,5578.9783333333335,1.6610153714002909,4788.007870195337,0.2147177386952374,3.316682558106697,0.5,2.606
E01015507,E02003218,10.401743891164084,14.474061242530285,0.8582230623818525,1.0,1061.8057832258064,1.6437934316309057,911.266210934813,0.16257088594880667,2.4766056883724,0.16666666666666669,1.455
E01015508,E02003221,10.355369893542676,17.722217149585173,0.918646694,0.9555555555555555,270.89949379310343,1.8545582957721387,248.860924379308,0.2013752425391577,2.4729241495087733,0.3478260869565218,1.601
E01015509,E02003221,16.324022768740477,4.861870190697713,0.918646694,0.9555555555555555,2791.7826698477616,1.8209836304091096,2564.6619200221394,0.24283559229722756,3.8982740874492383,0.20454545454545453,6.768
E01015510,E02003221,15.39510574892958,8.152353117666598,0.918646694,0.9555555555555555,5702.690809635722,1.7931135420637498,5238.758059176039,0.22574508237901453,3.676443157719483,0.588235294117647,3.477
E01015511,E02003221,12.705692820495898,15.071439985694424,0.918646694,0.9555555555555555,3433.521175,1.818793729612576,3154.192876192745,0.2306536405391517,3.0341952952967257,0.4736842105263158,1.917
E01015512,E02006849,11.852346016037854,9.766445573217606,0.8961111111111111,0.9655172413793104,1114.3839134920634,1.7891411033677764,998.6118069237211,0.41819771923272947,7.4077162600236575,0.4,2.39
E01015513,E02003215,12.275038027239285,-29.52726288,0.8834019204389575,0.9629629628888888,2819.4582065789473,1.6781655494831087,2490.714794289221,0.314901588839945,4.269578444257141,0.4666666666666667,2.538
E01015514,E02003215,12.928522018711202,1.3649617141358996,0.8834019204389575,0.9629629628888888,4290.555108333333,1.7164571887126505,3790.2846224508457,0.3001555151649419,4.496877223899548,0.4736842105263158,1.849
E01015515,E02003215,11.09552358477576,15.27645720863639,0.8834019204389575,0.9629629628888888,4117.163285625,1.6854341822366021,3637.109953281893,0.3530726200294374,3.859312551226351,0.3333333333333333,1.69
E01015516,E02003215,12.721663988594536,2.6045877695850903,0.8834019204389575,0.9629629628888888,636.738969201521,1.703760281486156,562.4964282109459,0.3569364094846764,4.424926604728533,0.5714285714285715,3.023
E01015517,E02003215,11.069217557886809,19.149689983454746,0.8834019204389575,0.9629629628888888,972.1860843939394,1.6999154219376267,858.8310539776364,0.3251366061276465,3.850162628830194,0.5384615384615384,1.822
E01015518,E02006849,10.575290616455437,-5.140117205,0.8961111111111111,0.9655172413793104,430.26683824175825,1.8103130487573649,385.5668944910867,0.3544668538386666,6.609556635284647,0.4444444444444445,2.184
E01015519,E02003212,13.589928459308833,-19.58446544,0.9120685311161502,1.0,5285.102905960265,1.8223912807906713,4820.376044236876,0.3371958224982241,6.291633551512948,0.5,2.819
E01015520,E02003212,15.011893763308514,9.533992751125195,0.9120685311161502,1.0,5504.375093178036,1.8455714094394529,5020.367305947213,0.49869790814724413,6.9499508224624895,0.5,3.772
E01015521,E02003212,14.573606192971399,-7.27580106,0.9120685311161502,1.0,5676.082545212766,1.8193450744005575,5176.976269506226,0.4358407005061331,6.74703991009082,0.2,4.169
E01015522,E02003212,11.500840493477014,16.09389468878508,0.9120685311161502,1.0,2744.3826625,1.8458111547993765,2503.065063807004,0.3692688911556103,5.32446319611007,0.5714285714285715,1.795
E01015523,E02003212,14.29094910127184,8.206837445,0.9120685311161502,1.0,5828.690347826087,1.8086057205717248,5316.165043872622,0.5547045851539752,6.616180145299941,0.2727272727272727,2.828
E01015524,E02003212,13.586062184337383,8.928744767857959,0.9120685311161502,1.0,72270.09173636363,1.871934464024361,65915.2764136146,0.27050359281370534,6.289843609394961,0.5,1.517
E01015525,E02006847,11.516260615168708,11.59840198804397,0.8730864197530864,0.9777777777777779,2447.1480926829267,1.7870902871277403,2136.5717668461307,0.3352883625154679,6.54332989498222,0.25,1.913
E01015526,E02003217,11.880045148907922,-20.30899058,0.8666666666666667,1.0000000003333331,2033.1840577464789,1.6788756048616504,1762.0928500469483,0.28436018538487456,3.960015045675959,0.28571428571428575,2.016
E01015527,E02003218,11.100801363445985,13.062573057568937,0.8582230623818525,1.0,176.1255547074468,1.631590450904792,151.15501292472752,0.23475045831475239,2.643047943677615,0.2,3.211
E01015528,E02003217,12.339842405367975,15.526368323371614,0.8666666666666667,1.0000000003333331,3008.2226184210526,1.6134067429651504,2607.126269298246,0.25428571030069397,4.113280797676044,0.3333333333333333,2.002
E01015529,E02003217,13.952897857889074,16.039996713492382,0.8666666666666667,1.0000000003333331,4570.802394422311,1.6591465836184043,3961.3620751660033,0.24055299156059384,4.650965947978725,0.6,2.542
E01015530,E02003217,13.09808642897364,16.025379709961435,0.8666666666666667,1.0000000003333331,1390.3324307692308,1.6142105972461385,1204.9547733333334,0.22846714964087064,4.366028805291851,0.42857142857142855,3.07
E01015532,E02003232,14.904733514826486,3.322324627039976,0.9048442906574394,0.9701492540597015,5159.657692708333,1.8189868679004493,4668.686804993872,0.48976108503191956,8.083923262278772,0.391304347826087,3.398
E01015533,E02003235,12.850456786065324,-20.60660138,0.9056937255397046,0.9887640449438202,3023.5056674603175,1.882516041777463,2738.370112152546,0.5670454446865962,6.425228393032662,0.4,2.273
E01015534,E02003235,15.746889153862565,9.472640529591882,0.9056937255397046,0.9887640449438202,5744.391042464613,1.81688862172061,5202.658924206683,0.4904667906553831,7.873444576931282,0.41666666666666663,4.452
E01015535,E02003235,13.286831408928043,10.309568479515685,0.9056937255397046,0.9887640449438202,1679.150834188034,1.8218837051453385,1520.7963747588633,0.479882947457089,6.643415704464021,0.35714285714285715,5.78
E01015537,E02003231,11.070408489752943,15.744995214148329,0.875,0.9565217391304348,319.6056894029851,1.6214651285946597,279.65497822761193,0.18300653319364354,3.162973854215125,0.37499999999999994,2.595
E01015538,E02003231,12.352500015807575,-2.868041581,0.875,0.9565217391304348,3261.0868873239438,1.6158393783305927,2853.4510264084506,0.19772172192937032,3.5292857188021625,0.42857142857142855,2.236
E01015539,E02003231,11.143692969268345,11.658549712239353,0.875,0.9565217391304348,4320.341723125,1.6384038225217046,3780.2990077343748,0.20340501484637766,3.1839122769338117,0.3333333333333333,1.723
E01015540,E02003231,12.528905076498681,-17.84791992,0.875,0.9565217391304348,2877.1435687499998,1.6180113091810355,2517.50062265625,0.19191918912316644,3.5796871647139072,0.5263157894736842,2.339
E01015541,E02003231,13.606820626518683,-2.128013046,0.875,0.9565217391304348,2940.745879710145,1.6161484387839742,2573.1526447463766,0.19568822246734824,3.8876630361481936,0.36363636363636365,2.732
E01015542,E02003231,11.573354294444123,8.598009606,0.875,0.9565217391304348,2309.3086760869564,1.6496688233355787,2020.645091576087,0.1834496481570245,3.306672655555462,0.22222222222222224,1.622
E01015543,E02003214,11.75228150556401,16.862481561220626,0.8533333333333333,1.0,632.050139800995,1.5470196350501157,539.3494526301823,0.2092050175832882,3.9174271646039096,0.37499999999999994,2.71
E01015544,E02003214,12.711868237269416,14.647046267847186,0.8533333333333333,1.0,20728.7416125,1.5117148156914768,17688.526176,0.160250668856867,4.237289408185849,0.3333333333333333,1.795
E01015545,E02003214,12.585646795109865,15.577654935122837,0.8533333333333333,1.0,8120.316708333333,1.5148204997128354,6929.336924444444,0.15341440343669419,4.19521559417474,0.42857142857142855,1.764
E01015546,E02003214,11.98402733717633,16.40111769876891,0.8533333333333333,1.0,10010.9259625,1.5044536678856724,8542.656821333332,0.14050303329143185,3.9946757750641013,0.3333333333333333,1.797
E01015547,E02003219,13.982324987527836,6.3845324647058135,0.9216639313218028,0.9606741573033708,147.67328921384828,1.938431490029433,136.10514428805698,0.5395051789255477,7.67657058138783,0.37499999999999994,5.309
E01015548,E02003219,14.328582881608934,0.5379503461897941,0.9216639313218028,0.9606741573033708,4442.591425531915,1.9720158427220114,4094.576278512277,0.5955734307935341,7.866672954608826,0.4,5.309
E01015549,E02003220,15.151673925542157,2.359925909925879,0.9091358024691358,0.9444444444444443,2172.711770988007,1.8180415020740548,1975.2900594513192,0.2620967701035706,5.8797540656333265,0.28571428571428575,6.181
E01015550,E02003220,14.22375199317389,13.81669298891113,0.9091358024691358,0.9444444444444443,2225.1024807692306,1.7939220430485416,2022.9203294301994,0.24617625235125032,5.5196649572454275,0.25925925925925924,4.059
E01015551,E02003220,12.655312762277372,-2.821777097,0.9091358024691358,0.9444444444444443,481.44881843317967,1.8439230763704155,437.7023578940661,0.3222891513035576,4.911016896979531,0.38461538461538464,6.181
E01015552,E02003220,15.18110454892242,7.475863899376263,0.9091358024691358,0.9444444444444443,1598.5510595675235,1.7881164204620004,1453.3000003278078,0.3038892504552753,5.891174904566674,0.18367346938775508,4.95
E01015553,E02003220,12.687436285449568,15.92481382164399,0.9091358024691358,0.9444444444444443,1838.9484647727272,1.8620064922765802,1671.8538882205387,0.35860655199427666,4.923482741803169,0.28571428571428575,2.322
E01015554,E02003220,12.562058189937648,-19.81036924,0.9091358024691358,0.9444444444444443,1890.8369688741723,1.8723252715612397,1719.027585035729,0.31985293580639074,4.874828555443942,0.5,2.506
E01015555,E02003216,12.906276241924429,3.2731095092975404,0.895427795,0.9795918367346939,2288.815615909091,1.7917011147795499,2049.469120115044,0.29965156286653155,4.202043429404179,0.42857142857142855,2.347
E01015556,E02003216,13.7208583999761,8.738948939901382,0.895427795,0.9795918367346939,3022.2202910299,1.78899648223652,2706.180051201162,0.30031611754089776,4.467256225162571,0.3333333333333333,2.959
E01015557,E02003216,13.93762378258332,4.723781866036648,0.895427795,0.9795918367346939,3219.034259259259,1.752941024462723,2882.4127487979767,0.33007116898567035,4.537831000925401,0.42857142857142855,3.131
E01015558,E02003216,11.48613641986255,16.18261231492421,0.895427795,0.9795918367346939,1132.0425563953488,1.7825007810277003,1013.6623701192503,0.1871539280930748,3.7396723243486636,0.588235294117647,2.201
E01015559,E02003216,13.193415002469724,-1.571350842,0.895427795,0.9795918367346939,3050.0984403409093,1.7898939097439246,2731.1429209673997,0.2821075695267984,4.295530467761317,0.42857142857142855,2.445
E01015560,E02003216,13.871883461316068,0.4498639900254582,0.895427795,0.9795918367346939,3014.219769230769,1.723097943257993,2699.0161616077166,0.30962059163507266,4.5164271753873555,0.35714285714285715,2.953
E01015561,E02003225,15.553568183700499,10.60345737797604,0.9183673469387756,0.9404761904761905,3247.4510508280982,1.8430271543593224,2982.3530058625397,0.4285714221488595,8.374998252761808,0.28571428571428575,5.409
E01015562,E02003222,12.337385292933927,15.998386488267894,0.8888888888888888,1.0000000004516127,1009.1320752212389,1.719992546215915,897.0062890855456,0.36443148176638435,4.8468299365097565,0.5555555555555556,2.667
E01015563,E02003222,12.697325532281189,15.454540584380648,0.8888888888888888,1.0000000004516127,3591.994745054945,1.7185247145351918,3192.8842178266173,0.4418604586112353,4.9882350305390375,0.4444444444444445,2.142
E01015564,E02003225,13.303909258606406,13.886354774082047,0.9183673469387756,0.9404761904761905,88.15376784296427,1.850335544288396,80.95754189659985,0.40157479709436433,7.163643446941912,0.11764705882352938,5.409
E01015565,E02003222,13.10024008449348,14.755827029984104,0.8888888888888888,1.0000000004516127,2778.743273863636,1.721347011653322,2469.994021212121,0.38026720919914786,5.1465228903367235,0.42857142857142855,2.552
E01015566,E02003222,11.77440057348647,14.79476896636663,0.8888888888888888,1.0000000004516127,860.1553715231788,1.7048316755791415,764.5825524650478,0.38694852382092765,4.625657368155398,0.5,2.633
E01015567,E02003225,12.6301843257052,12.267265817379384,0.9183673469387756,0.9404761904761905,762.2081084788031,1.8352404224366508,699.9870383989008,0.32937955697688026,6.800868483072032,0.43750000000000006,3.6
E01015568,E02003225,15.261384525650552,-5.373586371,0.9183673469387756,0.9404761904761905,1438.6851931548626,1.832436699820353,1321.2415039177313,0.3322341255555337,8.217668590734913,0.23728813559322035,6.434
E01015569,E02003233,14.258167376036381,13.84560663336901,0.9290123456790124,0.9315068493150684,2073.0185938748336,1.829951977440756,1925.859866531867,0.2571115933332868,5.280802730809166,0.6666666666666666,3.303
E01015570,E02003233,12.579320577433082,16.167012169859355,0.9290123456790124,0.9315068493150684,1923.7607980132452,1.835771251690575,1787.1975314876136,0.22364216919910043,4.65900762033971,0.5,3.303
E01015571,E02003233,11.175125569379755,7.848459442350679,0.9290123456790124,0.9315068493150684,642.637851981982,1.8136978714496068,597.018498291903,0.2954048088267123,4.138935395238788,0.3181818181818182,2.156
E01015572,E02003227,13.388121739860633,6.475825686,0.8984375,0.9375,4180.826358333333,1.5689069193857768,3756.2111813151037,0.14702702491190422,3.3470304349651583,0.1935483870967742,2.402
E01015573,E02003227,13.29803006811633,14.46162358091514,0.8984375,0.9375,1486.3325114713216,1.4482582755767297,1335.3768657750154,0.21393034505773373,3.3245075170290823,0.37499999999999994,3.924
E01015574,E02003228,13.153647372586132,-3.864553787,0.912,0.9400000000000001,2566.608165174129,1.7652372755916068,2340.746646638806,0.35288460985722103,6.095592689990117,0.37499999999999994,2.931
E01015575,E02003227,12.694994224095195,16.189495350735733,0.8984375,0.9375,765.5172976525821,1.5721960212475985,687.7694471097417,0.15331010212758042,3.173748556023799,0.4117647058823529,3.283
E01015576,E02003228,11.996215021617965,16.54231750542762,0.912,0.9400000000000001,717.4289044247787,1.7626480301689578,654.2951608353982,0.3924949220948308,5.559221600065384,0.3333333333333333,4.185
E01015578,E02003223,15.378163861647524,3.847825982,0.9096174363664076,0.9506172839506173,1135.7923373006427,1.8556244123489392,1033.1365141000206,0.28406101673650547,5.264596636073895,0.16666666666666669,5.283
E01015579,E02003223,12.891027690490441,26.27367957596826,0.9096174363664076,0.9506172839506173,1216.9801576687116,1.912321796561463,1106.9863711274,0.27838519357349156,4.413144613717274,0.38461538461538464,2.834
E01015580,E02003218,11.095719009781924,14.400169668779505,0.8582230623818525,1.0,1291.9115209803922,1.6379508740317512,1108.748261862189,0.2523452117568879,2.641837859471886,0.4,1.994
E01015581,E02003223,16.767356059423886,-12.92171983,0.9096174363664076,0.9506172839506173,5035.844606682453,1.9257958595270621,4580.692061070093,0.3147058774595733,5.740175946911724,0.21052631578947364,5.395
E01015582,E02003223,13.923095940070196,-0.858153387,0.9096174363664076,0.9506172839506173,265.0761573434896,1.8744087606027133,241.11789468464352,0.3679245227634327,4.766465275651887,0.16666666666666669,4.657
E01015584,E02003236,12.177669794973971,15.518401250818048,0.9049483802064792,0.9811320754716981,645.8416734219269,1.9120087293339258,584.4533762330146,0.41961852053241183,5.953527455320607,0.41666666666666663,2.868
E01015585,E02003236,14.846809710742221,4.316396334872879,0.9049483802064792,0.9811320754716981,1751.846478450968,1.804626527669052,1585.3306330446283,0.3030812276997294,7.258440303029529,0.43750000000000006,3.924
E01015586,E02003236,11.049821157692781,17.68627774813206,0.9049483802064792,0.9811320754716981,731.7639368604652,1.9180568503951279,662.2085893553942,0.4622222125833482,5.402134788205359,0.588235294117647,2.335
E01015587,E02003236,14.332156814930006,14.528667198615132,0.9049483802064792,0.9811320754716981,3935.19955399061,1.8703636863604751,3561.152462173062,0.3975791364889431,7.006832220632446,0.5294117647058824,3.169
E01015588,E02003236,13.973355073743136,15.82860787906293,0.9049483802064792,0.9811320754716981,4665.2713585657375,1.8794808840032557,4221.829759157745,0.47733846829116355,6.831418036052199,0.4,2.78
E01016180,E02003356,13.011027656599602,18.55388192358729,0.8899408284023669,0.9682539678888888,1050.042664084507,1.8511401672969576,934.4758383331944,0.477897244325684,8.524466395703188,0.29411764705882354,3.291
E01016181,E02003356,13.612837400278906,11.242075807860576,0.8899408284023669,0.9682539678888888,932.1279444063927,1.7909415494652345,829.5387150220205,0.49747048074621303,8.918755538113766,0.2,3.998
E01016182,E02003356,13.520301224632759,12.42774528690212,0.8899408284023669,0.9682539678888888,2283.358124233129,1.8299785786371543,2032.0536206193053,0.5465230083267064,8.858128388552498,0.38461538461538464,3.282
E01016183,E02003356,12.221554031560055,11.548286188434162,0.8899408284023669,0.9682539678888888,1916.220459433962,1.8526405443087672,1705.3228230702243,0.5138248768188697,8.007225055160037,0.28571428571428575,2.254
E01016185,E02003353,15.28853159373743,8.602710721055196,0.9068444444444445,0.9797297297297297,1585.748165394402,1.9741126604340677,1438.0269140758835,0.5498392199686729,8.909144310019652,0.1818181818181818,6.737
E01016187,E02003353,13.420531413865886,1.9207868825484649,0.9068444444444445,0.9797297297297297,1280.7853414448668,1.9562102568672473,1161.4730714151583,0.6707692197204579,7.820597442612494,0.5714285714285715,3.181
E01016188,E02003353,11.17878235901709,4.454807509672048,0.9068444444444445,0.9797297297297297,142.90245868263474,1.8825944854380037,129.59030075379908,0.35327313240041364,6.514254468204203,0.3,2.751
E01016190,E02003354,12.887537802181646,5.867020996384324,0.8638895076854534,0.9710144928695652,657.8259207986689,1.8383873952063559,568.2889108614921,0.465428268879091,10.432768697004189,0.16666666666666669,4.84
E01016191,E02003357,11.482767313606876,16.744760651188034,0.900423257,0.9701492537313432,1276.6869321052632,1.8079627675975518,1149.5586055755589,0.379032252219404,6.971680154689888,0.3333333333333333,2.74
E01016192,E02003365,13.586062184337383,8.928744767857959,0.8979591836734694,0.9818181818181817,1982.4713443890273,1.810447305439425,1780.1783500636163,0.3900552427485609,6.943987338661328,0.43750000000000006,3.137
E01016193,E02003366,13.586062184337383,8.928744767857959,0.8872,0.98,25644.226099999996,1.804934196768418,22751.557395919997,0.31171785687591014,6.967211376583271,0.16666666666666669,2.229
E01016194,E02003365,13.586062184337383,8.928744767857959,0.8979591836734694,0.9818181818181817,5264.708669536423,1.829511702731318,4727.493499175564,0.6128549963709976,6.943987338661328,0.5,2.462
E01016195,E02003365,13.586062184337383,8.928744767857959,0.8979591836734694,0.9818181818181817,13032.311624590162,1.832302755354259,11702.483907795247,0.34634145839268293,6.943987338661328,0.3333333333333333,2.188
E01016196,E02003366,13.586062184337383,8.928744767857959,0.8872,0.98,441.40533542476396,1.6953977706701095,391.6148135888506,0.3839080408869204,6.967211376583271,0.5555555555555556,5.323
E01016197,E02003366,13.586062184337383,8.928744767857959,0.8872,0.98,4516.880733522727,1.7801924304463508,4007.376586781363,0.3282275660237781,6.967211376583271,0.42857142857142855,2.465
E01016198,E02003366,13.586062184337383,8.928744767857959,0.8872,0.98,3167.2151756972107,1.814540278420016,2809.9533038785653,0.38179347229015925,6.967211376583271,0.4,3.531
E01016199,E02003366,13.586062184337383,8.928744767857959,0.8872,0.98,6309.293723015872,1.8132780495176966,5597.605391059682,0.5093085027819435,6.967211376583271,0.4,2.571
E01016200,E02003359,11.041916139141172,18.33695112960769,0.8631772268135904,0.9999999999999999,618.179956039604,1.752115637234253,533.5988601260126,0.40582725765088185,5.699053491169637,0.25,2.411
E01016201,E02003359,13.094160554738803,17.01298616066905,0.8631772268135904,0.9999999999999999,4017.310596694215,1.7572202215659753,3467.6510201033625,0.381663107496288,6.7582764153490595,0.37499999999999994,2.867
E01016202,E02003359,13.586062184337383,8.928744767857959,0.8631772268135904,0.9999999999999999,17281.97845869565,1.7676897998464123,14917.410239829118,0.3964984504191588,7.012161127399939,0.22222222222222224,2.067
E01016203,E02003359,12.672462238883398,18.745921613680807,0.8631772268135904,0.9999999999999999,1811.6170215909092,1.7560309000822545,1563.7465567451375,0.31445086232617203,6.540625671681753,0.42857142857142855,2.706
E01016204,E02003359,10.34893588045137,18.400957416704728,0.8631772268135904,0.9999999999999999,867.29998,1.7710668303058543,748.6335915518824,0.33208019554918017,5.341386260878126,0.28571428571428575,1.906
E01016205,E02003361,12.021307405773634,14.281014351673402,0.8788927335640139,1.0000000002857143,2052.578807407407,1.7580751820015554,1803.9965988978597,0.3352402695134028,4.883656133595538,0.43750000000000006,2.838
E01016206,E02003363,15.109697622194862,14.687684376433246,0.8925619834710744,0.9868421056315789,4286.754588719154,1.811646593659773,3826.1941783608977,0.6716287095259418,9.332460296061532,0.29411764705882354,3.817
E01016207,E02003364,14.809823734523503,5.805777433,0.8967999999999999,0.9791666666666666,225.2200909090909,1.6819566526875953,201.97737752727272,0.30340556846891414,8.95477714180491,0.16666666666666669,5.032
E01016208,E02003363,14.63754141610952,17.027730254618223,0.8925619834710744,0.9868421056315789,2673.4601480611045,1.7956332179330032,2386.228892484292,0.5144876242403087,9.040834404067645,0.4117647058823529,4.127
E01016209,E02003358,14.980185218619264,5.529358601642096,0.9038378076756154,0.9448818897637796,616.2043914631802,1.886387428206672,556.9488262601675,0.3536201413015067,9.24702791272794,0.13461538461538458,6.366
E01016210,E02003360,13.911372787179461,17.48317311544589,0.8972921006248998,0.925,5475.65384079602,1.876298389924703,4913.260937102661,0.31746031244064593,8.132802552504916,0.37499999999999994,2.78
E01016212,E02003362,10.348935848424517,18.55644374939233,0.8609467455621301,1.0,678.756484347826,1.709611347204326,584.3731862284537,0.3056558315159993,6.036879244914301,0.22222222222222224,1.943
E01016213,E02003360,13.27816052043828,16.231560304945745,0.8972921006248998,0.925,1295.5511337028825,1.89153899495931,1162.4877982272299,0.3413978440890206,7.762616919640841,0.4444444444444445,3.077
E01016214,E02003360,11.19157022579542,8.312265362714271,0.8972921006248998,0.925,575.5203158730159,1.8659972882448772,516.4098331820043,0.5285895713837795,6.542764132003477,0.4,2.442
E01016215,E02003360,11.10603381323237,14.48667794449007,0.8972921006248998,0.925,2560.408906153846,1.8842472999746447,2297.4346858614867,0.26219511802149026,6.492758229274309,0.2,1.873
E01016216,E02003362,11.070028975834807,18.763506030400467,0.8609467455621301,1.0,635.8056194059405,1.7097478075895716,547.3947788376588,0.3321512950892394,6.457516902570304,0.25,2.298
